prime,A,x0,trials
101543609047,52717274037,11530399347,88921
101543609047,96255628039,3080713585,39241
101543609047,53987802487,33797006330,130082
101543609047,97004377683,31322770672,45799
101543609047,78570367104,19758588019,83571
101543609047,49358670619,69096999338,6746
101543609047,17411641320,89133106513,14615
101543609047,82489084460,3503957137,27242
101543609047,42309826888,20270036001,79132
101543609047,80331509311,1692173924,10958
103339338527,1778385589,44807819438,3148
103339338527,48482189164,8426326151,77930
103339338527,4033729362,21783799691,61100
103339338527,59040557871,63414725589,70622
103339338527,101687970289,41954776312,205452
103339338527,97571167640,8175686871,41410
103339338527,61751502099,27925846067,424337
103339338527,52573366494,56182253855,60653
103339338527,2968512899,100560677855,56869
103339338527,70817538513,19073492694,197393
107536938083,19106243216,99109366950,74928
107536938083,105043117092,101439930289,17724
107536938083,10289706436,52353285809,21278
107536938083,43891313858,34432705195,98739
107536938083,54700671960,25635648677,48396
107536938083,81047287964,51303517480,150979
107536938083,51366722742,29256282922,9527
107536938083,86775667757,65117970138,14024
107536938083,74537114828,27701501951,71015
107536938083,75739711130,85892853575,509
