prime,A,x0,trials,param_a_count,param_b_avg
19933937,11365967,1999010,750,2.0,7798.86
19933937,18512650,3972637,2493,2.0,7798.86
19933937,10392802,14401706,42,2.0,7798.86
19933937,984897,12921456,142,2.0,7798.86
19933937,2968514,2801183,291,2.0,7798.86
19933937,12342509,19235528,2311,2.0,7798.86
19933937,5915988,5204934,1879,2.0,7798.86
19933937,10352922,1653350,1949,2.0,7798.86
19933937,19695039,12387460,259,2.0,7798.86
19933937,11869289,9172445,1098,2.0,7798.86
20704819,19827081,6079263,804,2.0,8110.27
20704819,13247944,16997646,1045,2.0,8110.27
20704819,19587882,16306788,311,2.0,8110.27
20704819,9573418,7506712,654,2.0,8110.27
20704819,16061616,13398211,75,2.0,8110.27
20704819,16928745,18935342,616,2.0,8110.27
20704819,14796893,18033157,1035,2.0,8110.27
20704819,482557,13899962,3785,2.0,8110.27
20704819,8732677,12513279,1335,2.0,8110.27
20704819,16225046,16530832,727,2.0,8110.27
21109313,8246650,10103435,2796,2.0,7667.89
21109313,12571170,7796207,800,2.0,7667.89
21109313,5548724,2716686,3356,2.0,7667.89
21109313,18057742,12859883,769,2.0,7667.89
21109313,12744559,3398811,6937,2.0,7667.89
21109313,5328124,7063775,1899,2.0,7667.89
21109313,8371898,3068785,2734,2.0,7667.89
21109313,11895157,15732171,2031,2.0,7667.89
21109313,9407808,16060773,453,2.0,7667.89
21109313,18068279,9650751,6155,2.0,7667.89
