prime,A,x0,trials,param_a_count,param_b_avg
11303449,3277270,5140545,26,4.0,4305.95
11303449,7335264,9338526,137,4.0,4305.95
11303449,3156176,4027716,946,4.0,4305.95
11303449,6575160,2446057,313,4.0,4305.95
11303449,8194795,1178857,444,4.0,4305.95
11303449,2944466,11059743,226,4.0,4305.95
11303449,10462805,8459570,663,4.0,4305.95
11303449,9601785,8333957,442,4.0,4305.95
11303449,4866991,8586735,83,4.0,4305.95
11303449,10862538,1947997,83,4.0,4305.95
11504137,1725873,6421917,72,4.0,4485.23
11504137,10526089,8554874,87,4.0,4485.23
11504137,193907,1115562,606,4.0,4485.23
11504137,2067846,4135696,1005,4.0,4485.23
11504137,8407420,9993097,379,4.0,4485.23
11504137,8618269,7369140,284,4.0,4485.23
11504137,9053298,3383078,56,4.0,4485.23
11504137,7313890,4315188,646,4.0,4485.23
11504137,4580830,4414975,360,4.0,4485.23
11504137,2020964,5998027,1311,4.0,4485.23
11618207,8433080,4598757,828,4.0,4723.36
11618207,7763191,10900971,497,4.0,4723.36
11618207,5572916,7405559,90,4.0,4723.36
11618207,8297401,11181608,74,4.0,4723.36
11618207,11209057,8548946,223,4.0,4723.36
11618207,9181694,8458672,421,4.0,4723.36
11618207,9522854,1162234,556,4.0,4723.36
11618207,4008556,3639104,189,4.0,4723.36
11618207,865471,7829728,80,4.0,4723.36
11618207,2113416,10198086,1429,4.0,4723.36
