prime,A,x0,trials,param_a_count,param_b_avg
35034089,30374545,10845545,517,3.0,8560.95
35034089,23291352,30386626,1426,3.0,8560.95
35034089,8580928,1116419,1067,3.0,8560.95
35034089,15202230,17674981,781,3.0,8560.95
35034089,2332107,24346003,3357,3.0,8560.95
35034089,13400117,29823258,471,3.0,8560.95
35034089,22058543,21332860,770,3.0,8560.95
35034089,9603116,20452944,1003,3.0,8560.95
35034089,16286103,17134496,4580,3.0,8560.95
35034089,14762595,21617819,3950,3.0,8560.95
37120189,23022687,11499838,220,3.0,9636.68
37120189,10772915,27499592,488,3.0,9636.68
37120189,32527592,16682089,681,3.0,9636.68
37120189,8769750,2916217,371,3.0,9636.68
37120189,25110334,29656142,947,3.0,9636.68
37120189,16948784,11831897,244,3.0,9636.68
37120189,16162093,29091480,971,3.0,9636.68
37120189,36101731,30212817,998,3.0,9636.68
37120189,36561124,35774746,918,3.0,9636.68
37120189,17643083,10692930,244,3.0,9636.68
37450519,4373240,25486047,1768,3.0,9068.8
37450519,25940029,28230062,1846,3.0,9068.8
37450519,11697610,19428544,2662,3.0,9068.8
37450519,20295827,12933240,31,3.0,9068.8
37450519,14802225,11656983,3668,3.0,9068.8
37450519,14130594,5854058,3135,3.0,9068.8
37450519,13758402,33939259,573,3.0,9068.8
37450519,18573837,35047001,293,3.0,9068.8
37450519,25506144,23178867,128,3.0,9068.8
37450519,24327832,24066922,258,3.0,9068.8
