prime,A,x0,trials,param_a_count,param_b_avg
46084279,7732727,21441125,1387,4.0,9350.51
46084279,32928739,16694844,21,4.0,9350.51
46084279,5591726,8444428,29,4.0,9350.51
46084279,38163999,23804599,227,4.0,9350.51
46084279,20525834,31726701,1415,4.0,9350.51
46084279,24572303,7142090,1120,4.0,9350.51
46084279,17737527,14236312,116,4.0,9350.51
46084279,33518126,5804267,2178,4.0,9350.51
46084279,37381222,1744446,874,4.0,9350.51
46084279,30535615,24783739,1960,4.0,9350.51
46335673,44645978,11455519,4223,3.0,11604.48
46335673,643079,39657225,610,3.0,11604.48
46335673,25819155,38527902,1038,3.0,11604.48
46335673,28186491,20072821,3591,3.0,11604.48
46335673,22807324,30785834,117,3.0,11604.48
46335673,25796428,38225577,1566,3.0,11604.48
46335673,37054200,26928073,925,3.0,11604.48
46335673,33790277,46271176,1596,3.0,11604.48
46335673,35530962,3125315,2509,3.0,11604.48
46335673,13129147,15908992,955,3.0,11604.48
50145079,28913598,49061249,1637,3.0,12230.93
50145079,38465371,21498541,622,3.0,12230.93
50145079,35760039,27347956,2199,3.0,12230.93
50145079,1339108,24136194,399,3.0,12230.93
50145079,23609675,33933891,1163,3.0,12230.93
50145079,44454229,8485664,1015,3.0,12230.93
50145079,6617669,41379016,711,3.0,12230.93
50145079,14003032,41644870,572,3.0,12230.93
50145079,21150152,25992532,319,3.0,12230.93
50145079,10874820,17285906,172,3.0,12230.93
