prime,A,x0,trials,param_a_count,param_b_avg
10539007,181358,6953546,401,3.0,5522.75
10539007,451764,6275528,343,3.0,5522.75
10539007,1568469,6948789,3342,3.0,5522.75
10539007,9879297,8180954,321,3.0,5522.75
10539007,4994484,9682551,65,3.0,5522.75
10539007,3469134,1810006,353,3.0,5522.75
10539007,262842,10245989,420,3.0,5522.75
10539007,1206070,4794500,2299,3.0,5522.75
10539007,7480510,8667588,427,3.0,5522.75
10539007,4582174,7664351,83,3.0,5522.75
10840807,10403169,8952275,296,3.0,5395.76
10840807,8031838,5900266,47,3.0,5395.76
10840807,500208,3514966,90,3.0,5395.76
10840807,7354793,1302215,440,3.0,5395.76
10840807,2626813,6849914,454,3.0,5395.76
10840807,8153639,7300018,287,3.0,5395.76
10840807,8817937,694294,1,3.0,5395.76
10840807,28866,3899180,2,3.0,5395.76
10840807,5619954,3422043,980,3.0,5395.76
10840807,9303173,9243246,229,3.0,5395.76
10864829,9443231,9304116,826,4.0,4295.88
10864829,5662041,6308425,160,4.0,4295.88
10864829,7006329,8457505,673,4.0,4295.88
10864829,7083419,5758179,1322,4.0,4295.88
10864829,6908407,832160,402,4.0,4295.88
10864829,3008470,7473832,242,4.0,4295.88
10864829,7324848,8755519,1096,4.0,4295.88
10864829,8075725,9490501,816,4.0,4295.88
10864829,6013944,3053036,574,4.0,4295.88
10864829,5583036,8948365,531,4.0,4295.88
