prime,A,x0,trials,param_a_count,param_b_avg
17017279,13885314,8748092,1713,2.0,6916.21
17017279,15580828,7528261,4,2.0,6916.21
17017279,973479,10475359,407,2.0,6916.21
17017279,10264761,14493363,546,2.0,6916.21
17017279,15195785,3464343,1389,2.0,6916.21
17017279,1280375,9847338,16,2.0,6916.21
17017279,10513476,8569293,1133,2.0,6916.21
17017279,14721892,16271194,87,2.0,6916.21
17017279,6581284,992454,502,2.0,6916.21
17017279,3546060,16512341,564,2.0,6916.21
17309393,1163024,14679864,2105,2.0,5479.22
17309393,10806450,15743800,19,2.0,5479.22
17309393,8160567,13445689,3384,2.0,5479.22
17309393,4403486,4550527,699,2.0,5479.22
17309393,14711477,315355,6832,2.0,5479.22
17309393,9505525,8990390,22,2.0,5479.22
17309393,11362307,439245,230,2.0,5479.22
17309393,4661581,5908903,5973,2.0,5479.22
17309393,2620839,4731017,266,2.0,5479.22
17309393,9570062,15150910,384,2.0,5479.22
17375047,17344654,3072654,185,2.0,5326.22
17375047,14583508,2876886,399,2.0,5326.22
17375047,9477987,15739053,277,2.0,5326.22
17375047,14917369,2939051,3121,2.0,5326.22
17375047,14946559,900049,17,2.0,5326.22
17375047,12517388,16723046,475,2.0,5326.22
17375047,2045996,5273789,2971,2.0,5326.22
17375047,2883953,16131144,184,2.0,5326.22
17375047,7138619,11566576,430,2.0,5326.22
17375047,12393146,14031664,73,2.0,5326.22
