prime,A,x0,trials,param_a_count,param_b_avg
14892287,613971,6573158,45,4.0,5686.6
14892287,14220571,6654650,212,4.0,5686.6
14892287,13814226,3785311,82,4.0,5686.6
14892287,6407871,7551153,475,4.0,5686.6
14892287,10274170,8296728,66,4.0,5686.6
14892287,1669519,7042017,27,4.0,5686.6
14892287,5351167,3256678,19,4.0,5686.6
14892287,5196388,10240202,6,4.0,5686.6
14892287,974556,1928546,493,4.0,5686.6
14892287,12760355,7212057,88,4.0,5686.6
15479887,2388279,11990565,2042,4.0,6098.1
15479887,2062883,3814984,1541,4.0,6098.1
15479887,3430884,5704558,172,4.0,6098.1
15479887,5952823,2609251,999,4.0,6098.1
15479887,14412888,2191748,830,4.0,6098.1
15479887,11557751,6304171,704,4.0,6098.1
15479887,899243,13900465,326,4.0,6098.1
15479887,12223799,14706714,123,4.0,6098.1
15479887,11913495,2293731,106,4.0,6098.1
15479887,12961206,8737334,250,4.0,6098.1
16018241,13942907,3419474,2131,2.0,6728.73
16018241,11199403,9734532,1198,2.0,6728.73
16018241,6237204,10551339,861,2.0,6728.73
16018241,286955,15882694,27,2.0,6728.73
16018241,12589854,4350053,9,2.0,6728.73
16018241,15225187,12412176,300,2.0,6728.73
16018241,7011737,13071915,1361,2.0,6728.73
16018241,3316550,8524038,900,2.0,6728.73
16018241,7813758,9412625,1179,2.0,6728.73
16018241,1031540,13003376,265,2.0,6728.73
