prime,A,x0,trials,param_a_count,param_b_avg
241321,206368,208540,21,2.0,814.13
241321,79705,238862,404,2.0,814.13
241321,94987,59367,464,2.0,814.13
241321,177980,215972,505,2.0,814.13
241321,109678,83937,260,2.0,814.13
241321,35878,98397,3,2.0,814.13
241321,100531,140817,44,2.0,814.13
241321,222878,17945,73,2.0,814.13
241321,102703,29049,64,2.0,814.13
241321,142333,57455,71,2.0,814.13
243431,63894,54839,9,2.0,797.22
243431,83895,115728,57,2.0,797.22
243431,61257,89334,15,2.0,797.22
243431,49933,219066,133,2.0,797.22
243431,218703,26803,52,2.0,797.22
243431,3538,236579,28,2.0,797.22
243431,61551,115966,69,2.0,797.22
243431,234729,185491,48,2.0,797.22
243431,67520,64212,91,2.0,797.22
243431,63542,147035,36,2.0,797.22
250829,232449,128050,44,2.0,617.08
250829,4429,238776,48,2.0,617.08
250829,144994,14733,67,2.0,617.08
250829,107431,156462,41,2.0,617.08
250829,13928,63058,36,2.0,617.08
250829,129370,3674,5,2.0,617.08
250829,42017,157148,431,2.0,617.08
250829,118210,197480,535,2.0,617.08
250829,43650,74998,98,2.0,617.08
250829,54902,101715,338,2.0,617.08
