prime,A,x0,trials,param_a_count,param_b_avg
744829,326655,325530,313,4.0,1184.53
744829,76375,680263,16,4.0,1184.53
744829,266313,418558,217,4.0,1184.53
744829,380384,119995,17,4.0,1184.53
744829,476583,671208,24,4.0,1184.53
744829,219901,411492,47,4.0,1184.53
744829,268799,16034,48,4.0,1184.53
744829,656394,714685,178,4.0,1184.53
744829,407097,150170,76,4.0,1184.53
744829,565581,84089,213,4.0,1184.53
776899,374720,630101,68,4.0,1205.6
776899,660568,251117,171,4.0,1205.6
776899,653582,160280,248,4.0,1205.6
776899,617035,158951,1,4.0,1205.6
776899,401977,530822,105,4.0,1205.6
776899,251229,155086,96,4.0,1205.6
776899,69996,60487,24,4.0,1205.6
776899,148607,71866,69,4.0,1205.6
776899,125656,341355,2,4.0,1205.6
776899,323041,495500,27,4.0,1205.6
799621,342664,386784,29,3.0,1567.19
799621,267595,53853,29,3.0,1567.19
799621,296677,200460,314,3.0,1567.19
799621,797673,74343,731,3.0,1567.19
799621,79494,400175,162,3.0,1567.19
799621,267618,699912,121,3.0,1567.19
799621,192125,83337,266,3.0,1567.19
799621,73538,188438,281,3.0,1567.19
799621,759403,490237,304,3.0,1567.19
799621,649685,689116,250,3.0,1567.19
