prime,A,x0,trials,param_a_count,param_b_avg
139511,20775,44681,84,2.0,701.74
139511,133385,126714,97,2.0,701.74
139511,46825,122319,95,2.0,701.74
139511,24951,20395,169,2.0,701.74
139511,24303,76814,9,2.0,701.74
139511,71983,131239,51,2.0,701.74
139511,12444,90351,22,2.0,701.74
139511,23647,114,131,2.0,701.74
139511,11771,121788,52,2.0,701.74
139511,38568,107250,65,2.0,701.74
141499,79843,28921,115,3.0,561.04
141499,103579,64035,60,3.0,561.04
141499,133094,62338,11,3.0,561.04
141499,14206,100348,78,3.0,561.04
141499,137149,49821,13,3.0,561.04
141499,57664,115829,262,3.0,561.04
141499,120720,81787,359,3.0,561.04
141499,32094,61119,141,3.0,561.04
141499,29450,58027,36,3.0,561.04
141499,104947,106064,121,3.0,561.04
145007,17655,77862,4,3.0,612.68
145007,49781,117655,120,3.0,612.68
145007,114275,7073,10,3.0,612.68
145007,98675,111219,75,3.0,612.68
145007,9310,94109,59,3.0,612.68
145007,19216,29132,2,3.0,612.68
145007,29512,88701,126,3.0,612.68
145007,109034,126778,59,3.0,612.68
145007,77413,7872,47,3.0,612.68
145007,5467,19389,157,3.0,612.68
