prime,A,x0,trials,param_a_count,param_b_avg
304979,135242,139211,128,2.0,896.94
304979,90086,293639,469,2.0,896.94
304979,24609,143677,99,2.0,896.94
304979,232751,229062,101,2.0,896.94
304979,291446,31285,35,2.0,896.94
304979,174231,133273,98,2.0,896.94
304979,59205,117421,54,2.0,896.94
304979,292056,51413,228,2.0,896.94
304979,7011,145207,34,2.0,896.94
304979,110438,174992,19,2.0,896.94
305033,108870,121603,408,2.0,865.09
305033,130753,137143,117,2.0,865.09
305033,288651,213723,80,2.0,865.09
305033,227714,77347,342,2.0,865.09
305033,182971,153303,496,2.0,865.09
305033,107102,65463,47,2.0,865.09
305033,263681,148012,298,2.0,865.09
305033,154357,117231,78,2.0,865.09
305033,234035,221053,258,2.0,865.09
305033,246243,166468,144,2.0,865.09
308587,174058,244267,373,2.0,971.71
308587,54526,41571,13,2.0,971.71
308587,83374,6164,3,2.0,971.71
308587,131498,173627,55,2.0,971.71
308587,204018,54204,747,2.0,971.71
308587,286088,276926,154,2.0,971.71
308587,95937,257447,872,2.0,971.71
308587,81073,259626,706,2.0,971.71
308587,304557,65588,7,2.0,971.71
308587,201052,17912,422,2.0,971.71
