prime,A,x0,trials,param_a_count,param_b_avg
397259,149574,373546,51,3.0,906.28
397259,119462,246568,172,3.0,906.28
397259,99310,127085,12,3.0,906.28
397259,392291,391207,59,3.0,906.28
397259,163814,70757,93,3.0,906.28
397259,115224,342693,415,3.0,906.28
397259,384610,242365,764,3.0,906.28
397259,128522,364480,71,3.0,906.28
397259,166481,129319,9,3.0,906.28
397259,357114,154671,31,3.0,906.28
411821,268597,384864,15,3.0,897.93
411821,3134,204059,164,3.0,897.93
411821,133692,222189,98,3.0,897.93
411821,320808,386520,20,3.0,897.93
411821,36242,313135,58,3.0,897.93
411821,179983,275425,266,3.0,897.93
411821,231451,128464,148,3.0,897.93
411821,291985,43039,39,3.0,897.93
411821,133692,289189,115,3.0,897.93
411821,392489,304408,12,3.0,897.93
417511,368429,346602,95,2.0,1159.13
417511,214744,83889,63,2.0,1159.13
417511,128813,309447,142,2.0,1159.13
417511,384273,30969,20,2.0,1159.13
417511,388943,39782,25,2.0,1159.13
417511,347875,402256,106,2.0,1159.13
417511,154328,68612,211,2.0,1159.13
417511,404810,391865,118,2.0,1159.13
417511,275019,30005,9,2.0,1159.13
417511,325411,328824,122,2.0,1159.13
