prime,A,x0,trials,param_a_count,param_b_avg
169661,162170,119411,113,3.0,663.65
169661,87525,146897,48,3.0,663.65
169661,92503,143629,52,3.0,663.65
169661,162244,81120,94,3.0,663.65
169661,64274,123507,96,3.0,663.65
169661,9399,79302,156,3.0,663.65
169661,145770,43498,70,3.0,663.65
169661,103196,160471,255,3.0,663.65
169661,101372,77846,75,3.0,663.65
169661,29367,90588,11,3.0,663.65
169667,54230,96670,66,3.0,660.72
169667,3409,19728,21,3.0,660.72
169667,61172,74100,41,3.0,660.72
169667,28334,61834,5,3.0,660.72
169667,156213,162899,25,3.0,660.72
169667,44261,89146,120,3.0,660.72
169667,541,79035,18,3.0,660.72
169667,121998,80061,40,3.0,660.72
169667,71945,56349,162,3.0,660.72
169667,126451,2803,6,3.0,660.72
176789,120352,143163,19,3.0,701.68
176789,148767,148784,38,3.0,701.68
176789,78552,130348,172,3.0,701.68
176789,58213,156426,15,3.0,701.68
176789,114843,22376,377,3.0,701.68
176789,86681,156995,71,3.0,701.68
176789,1158,17399,101,3.0,701.68
176789,166475,150972,63,3.0,701.68
176789,54425,3093,55,3.0,701.68
176789,162076,80898,203,3.0,701.68
