prime,A,x0,trials,param_a_count,param_b_avg
317399,189997,225099,118,3.0,681.94
317399,72818,193435,53,3.0,681.94
317399,296460,161873,317,3.0,681.94
317399,291147,106540,25,3.0,681.94
317399,172567,7741,72,3.0,681.94
317399,183291,217880,403,3.0,681.94
317399,98083,56356,58,3.0,681.94
317399,126748,35374,237,3.0,681.94
317399,1706,297184,14,3.0,681.94
317399,301450,312669,35,3.0,681.94
325667,19332,184262,62,3.0,711.79
325667,117041,185983,218,3.0,711.79
325667,136348,1219,78,3.0,711.79
325667,90296,95074,272,3.0,711.79
325667,319788,184040,17,3.0,711.79
325667,299411,270849,21,3.0,711.79
325667,310949,247665,91,3.0,711.79
325667,286502,244900,50,3.0,711.79
325667,138833,152844,214,3.0,711.79
325667,113901,233762,53,3.0,711.79
336911,29113,46320,164,3.0,750.8
336911,16121,16429,80,3.0,750.8
336911,235773,250022,117,3.0,750.8
336911,26830,104928,237,3.0,750.8
336911,214265,127293,11,3.0,750.8
336911,20124,204558,81,3.0,750.8
336911,325037,146,35,3.0,750.8
336911,47665,50012,17,3.0,750.8
336911,226326,291882,224,3.0,750.8
336911,21425,203591,64,3.0,750.8
