prime,A,x0,trials,param_a_count,param_b_avg
146917,3297,85429,2,3.0,635.03
146917,57115,99111,15,3.0,635.03
146917,123082,128101,20,3.0,635.03
146917,91649,88720,42,3.0,635.03
146917,28617,33996,225,3.0,635.03
146917,30403,80284,32,3.0,635.03
146917,50426,121424,108,3.0,635.03
146917,115680,45742,2,3.0,635.03
146917,11060,68432,57,3.0,635.03
146917,112125,144163,97,3.0,635.03
150373,9482,72688,45,3.0,615.17
150373,91499,1779,190,3.0,615.17
150373,126466,131120,200,3.0,615.17
150373,121364,145240,152,3.0,615.17
150373,74435,70916,37,3.0,615.17
150373,77733,96067,6,3.0,615.17
150373,111837,103546,40,3.0,615.17
150373,102483,28193,213,3.0,615.17
150373,51666,27620,32,3.0,615.17
150373,60311,42382,285,3.0,615.17
155501,79323,22247,125,3.0,636.14
155501,6661,55492,138,3.0,636.14
155501,9514,121923,98,3.0,636.14
155501,92033,12862,95,3.0,636.14
155501,33655,44211,235,3.0,636.14
155501,114596,111841,106,3.0,636.14
155501,146081,82549,112,3.0,636.14
155501,85843,53180,61,3.0,636.14
155501,95806,20107,18,3.0,636.14
155501,19953,150355,29,3.0,636.14
