prime,A,x0,trials,param_a_count,param_b_avg
101111,47188,49026,84,2.0,582.09
101111,41582,88433,98,2.0,582.09
101111,45853,80077,72,2.0,582.09
101111,24165,41822,46,2.0,582.09
101111,48604,86820,48,2.0,582.09
101111,38189,53953,112,2.0,582.09
101111,56078,26189,12,2.0,582.09
101111,66615,96205,187,2.0,582.09
101111,94430,68977,36,2.0,582.09
101111,21707,81028,263,2.0,582.09
105907,37601,105527,31,3.0,469.58
105907,958,79097,66,3.0,469.58
105907,3409,30942,27,3.0,469.58
105907,55930,29021,10,3.0,469.58
105907,35824,2993,2,3.0,469.58
105907,39346,96897,83,3.0,469.58
105907,32369,46598,13,3.0,469.58
105907,58729,379,4,3.0,469.58
105907,41778,91909,91,3.0,469.58
105907,19151,100493,38,3.0,469.58
108023,91662,16429,6,3.0,493.8
108023,91398,38628,29,3.0,493.8
108023,40444,60882,9,3.0,493.8
108023,547,34242,15,3.0,493.8
108023,45472,32580,6,3.0,493.8
108023,94696,2078,35,3.0,493.8
108023,59356,1440,39,3.0,493.8
108023,26839,95149,8,3.0,493.8
108023,106186,21353,113,3.0,493.8
108023,99425,82071,32,3.0,493.8
