prime,A,x0,trials,param_a_count,param_b_avg
111863,89537,11725,3,2.0,617.93
111863,49337,40789,69,2.0,617.93
111863,50389,1651,182,2.0,617.93
111863,67500,92524,4,2.0,617.93
111863,97473,46409,122,2.0,617.93
111863,5035,21654,133,2.0,617.93
111863,97107,31260,109,2.0,617.93
111863,8766,57945,25,2.0,617.93
111863,45368,43121,53,2.0,617.93
111863,90614,8202,97,2.0,617.93
117659,60732,11225,190,3.0,512.41
117659,116866,615,28,3.0,512.41
117659,88750,87335,3,3.0,512.41
117659,6724,78276,131,3.0,512.41
117659,8220,67647,75,3.0,512.41
117659,48400,24451,19,3.0,512.41
117659,20025,87691,118,3.0,512.41
117659,26861,80343,57,3.0,512.41
117659,99414,84360,34,3.0,512.41
117659,73774,35617,42,3.0,512.41
119759,42228,88366,37,3.0,536.92
119759,47241,52020,44,3.0,536.92
119759,14287,84337,54,3.0,536.92
119759,78410,81573,5,3.0,536.92
119759,56328,62455,6,3.0,536.92
119759,68133,91760,73,3.0,536.92
119759,83332,40051,31,3.0,536.92
119759,110267,44910,20,3.0,536.92
119759,114942,118260,40,3.0,536.92
119759,111025,61656,33,3.0,536.92
