prime,A,x0,trials
1276554793,89705314,1164338608,32068
1276554793,1240865132,934748886,6699
1276554793,202685172,5633481,30425
1276554793,377351063,1101561458,4733
1276554793,435861221,867594712,22430
1276554793,386116051,756678004,8401
1276554793,890283895,416856581,1822
1276554793,524999374,643428139,4206
1276554793,7307806,286939743,1958
1276554793,687753613,592995108,3700
1303659041,771861759,988762687,18797
1303659041,444884559,314315689,5116
1303659041,300519188,99880132,3689
1303659041,315544093,718288266,7934
1303659041,585582289,1292354536,3231
1303659041,911880915,1169645386,188
1303659041,1012033221,133345253,2910
1303659041,89264878,391520916,10292
1303659041,106577098,1083986530,32242
1303659041,1032921045,56005088,909
1313745527,517701309,1127269236,21394
1313745527,775507739,1166180279,3788
1313745527,937451644,330462692,1117
1313745527,199658186,1286536773,9499
1313745527,1231200759,238383524,1774
1313745527,802617540,1032553695,558
1313745527,274356207,1251481629,3627
1313745527,167837641,1068537199,4418
1313745527,1299997118,362811305,333
1313745527,748630634,648120480,1146
