prime,A,x0,trials
1584574687,468901104,959506477,3116
1584574687,581077558,668047179,19737
1584574687,558367395,465496220,17213
1584574687,1197913015,1066339961,13953
1584574687,762993837,530538220,4000
1584574687,463445590,861131160,8876
1584574687,681747383,1112471468,10788
1584574687,65634254,1124580391,531
1584574687,370903628,837762293,1821
1584574687,107547126,749249736,10537
1586352253,803163214,1178974119,11273
1586352253,1500527524,81006154,8482
1586352253,1084536133,13949183,11248
1586352253,1059162236,1327887255,1240
1586352253,51931550,647277102,7424
1586352253,724482388,267667209,12543
1586352253,901339450,722937812,15804
1586352253,266708953,94682586,4329
1586352253,1167522914,193612086,26621
1586352253,375041830,225338375,6196
1594536227,581719484,292245296,3447
1594536227,229933618,1358270995,16392
1594536227,1060075090,1002825704,913
1594536227,1053526297,1465608368,12900
1594536227,403700378,759141023,21149
1594536227,1494957826,1579220898,2121
1594536227,607320364,1252628603,3782
1594536227,638763713,1133564687,2096
1594536227,1007615512,526254391,628
1594536227,1201222173,1530459775,11680
