prime,A,x0,trials
200657,99146,25614,90
200657,88582,80372,164
200657,19745,9602,72
200657,7680,91296,112
200657,113257,110459,91
200657,175628,111388,59
200657,72007,197858,91
200657,120178,56781,194
200657,60470,109637,70
200657,85741,77983,12
207401,178806,149830,38
207401,168054,3719,2
207401,164805,166325,115
207401,190814,62035,11
207401,71307,157914,8
207401,9083,86702,13
207401,171079,73346,124
207401,146861,83354,99
207401,45316,12274,315
207401,39218,703,158
210323,95424,199113,60
210323,94116,199927,226
210323,101170,27799,48
210323,14405,76933,3
210323,31187,24768,16
210323,68724,184927,178
210323,910,195263,6
210323,189511,166440,29
210323,28504,77496,4
210323,26720,10925,69
