prime,A,x0,trials
510383,428436,254479,61
510383,39403,494767,681
510383,76298,301041,243
510383,158674,339282,50
510383,63887,104471,46
510383,334631,304574,66
510383,431837,495604,225
510383,434833,11113,466
510383,125790,269604,109
510383,439684,11583,13
515929,31945,368746,215
515929,497320,114745,11
515929,80376,259130,118
515929,101390,268728,143
515929,10678,439101,218
515929,142292,341733,81
515929,182113,369632,22
515929,131353,13824,10
515929,174802,20800,198
515929,186710,275044,68
533893,91746,144579,210
533893,345716,389068,271
533893,107327,27327,34
533893,147928,73445,148
533893,57973,472486,154
533893,263735,94909,40
533893,522208,365150,20
533893,428469,397520,104
533893,168700,61142,66
533893,139663,40481,108
