prime,A,x0,trials
105373,39202,31592,73
105373,66321,103818,36
105373,104324,86419,154
105373,14402,25873,32
105373,99296,79189,82
105373,22675,14797,81
105373,22929,86566,64
105373,1920,66861,27
105373,75872,74260,57
105373,88046,25443,202
108179,55757,52490,36
108179,25002,3123,339
108179,98086,64361,409
108179,90076,64198,237
108179,103888,62022,146
108179,452,9098,2
108179,94785,99362,102
108179,10704,68913,130
108179,58694,106543,5
108179,81014,6302,204
109519,58935,103405,108
109519,88323,15628,21
109519,79461,86001,59
109519,20547,99767,158
109519,30139,91168,47
109519,78029,21226,25
109519,92462,34757,45
109519,106659,32166,23
109519,20980,22625,219
109519,96541,9279,57
