prime,A,x0,trials
575449097,433678517,146392603,11006
575449097,547761108,9185523,1117
575449097,43893946,492276793,11090
575449097,522729642,319846011,2598
575449097,284418330,1136251,19486
580029991,87612391,29587904,10561
580029991,406063374,204778120,3676
580029991,472254156,79172970,1980
580029991,191681594,204479023,5740
580029991,461834068,252957401,2258
603445211,55102995,40673468,7111
603445211,148258411,399878612,60
603445211,122368286,347012267,1532
603445211,19017263,468008496,913
603445211,23142826,118865052,5360
