prime,A,x0,trials
362472599,293171122,306873694,657
362472599,269059156,13122626,3087
362472599,249108456,302701403,1098
362472599,187069375,60990336,1070
362472599,135203807,216754301,3951
365848261,31695439,249199639,2379
365848261,340681027,212192652,778
365848261,144436163,56131381,13819
365848261,160300557,136906323,3393
365848261,146687178,156956465,5643
368016709,365993034,207517017,504
368016709,172100483,250517073,2528
368016709,104012511,199725823,2122
368016709,156235485,139765770,806
368016709,351524192,147518088,2026
