prime,A,x0,trials
760218929,327858143,295788108,26426
760218929,237887955,690130682,520
760218929,122225984,154752416,4208
760218929,749917862,274508107,4694
760218929,67275363,429909228,4342
791835049,595682005,402899900,6230
791835049,281318458,23273432,762
791835049,473628689,229762398,11712
791835049,683268151,559626276,847
791835049,240485407,79249897,5350
793662563,188896475,42396512,78
793662563,475924266,160532324,3551
793662563,637290786,169182136,3111
793662563,195396624,474597073,5832
793662563,224235425,36167116,596
