prime,A,x0,trials
909880187,46682278,805476489,16345
909880187,124381345,214882571,1567
909880187,766871485,4235306,8428
909880187,894347532,430956429,9044
909880187,683019248,254908751,2721
968545733,412791703,270414154,4250
968545733,581786473,409133325,1693
968545733,739164600,422563890,2033
968545733,179825414,161201841,3476
968545733,357282217,934868077,1297
970055453,24704462,178336102,1606
970055453,278996837,810339192,1606
970055453,213518979,7139269,1590
970055453,183744317,888879407,15409
970055453,958360731,207311091,5597
