prime,A,x0,trials
253388393,79877652,213319812,274
253388393,131250768,5102262,202
253388393,76914645,18168801,2605
253388393,150046319,61673209,351
253388393,121694700,78000149,940
254965339,111338122,248512805,1598
254965339,174220341,254581534,709
254965339,191537712,7089376,4079
254965339,28949857,30314511,415
254965339,119937044,33934853,2876
255960781,127106919,75898194,1154
255960781,50733692,186204930,2500
255960781,125626373,1514866,2361
255960781,86449674,213518734,7314
255960781,218908440,246966314,1179
