prime,A,x0,trials
134437423,17307444,97230803,2673
134437423,58086160,107793045,2188
134437423,48364439,21838964,1035
134437423,29213774,11198997,864
134437423,83352562,92455562,2716
140131297,132008272,135925076,240
140131297,110122545,4733516,881
140131297,137867386,31615007,11052
140131297,67277604,131387898,4264
140131297,6264060,87002448,2592
144411313,4814535,78065163,3644
144411313,109545743,39406377,1066
144411313,88223272,73952454,4420
144411313,6150143,122177745,12351
144411313,29724138,95184196,12734
