prime,A,x0,trials
468583417,260868866,97369383,3263
468583417,28819639,38921494,364
468583417,413822434,280292531,313
468583417,149529154,353980610,1012
468583417,383757812,7703078,829
470297351,22400425,221969614,7166
470297351,318261804,180304209,662
470297351,395180826,235717408,1446
470297351,278572876,276977808,3846
470297351,127071742,427692406,16294
483059659,68605458,159217465,2971
483059659,395307407,385017745,1290
483059659,379192901,173330364,1582
483059659,269034879,281625192,380
483059659,430970526,325163772,1309
