prime,A,x0,trials
2381,180,1059,3
2381,1151,319,13
2381,84,2018,15
2381,819,1673,1
2381,739,1266,1
2381,617,973,1
2381,1992,524,10
2381,1615,482,3
2381,1227,1175,9
2381,2125,882,1
2411,265,394,73
2411,2145,414,8
2411,2032,610,24
2411,266,489,38
2411,1055,318,39
2411,621,1342,9
2411,449,63,55
2411,1356,1769,65
2411,621,1816,10
2411,2231,2386,55
2539,1872,993,7
2539,2427,1801,7
2539,269,1910,2
2539,1053,2065,6
2539,847,26,8
2539,325,2082,14
2539,269,1645,11
2539,1386,2424,6
2539,577,1177,15
2539,1214,1862,1
