prime,A,x0,trials
5081,1267,1142,23
5081,3606,4573,3
5081,1534,2745,4
5081,4304,4905,1
5081,908,3929,6
5081,3331,3844,42
5081,2243,3119,46
5081,4954,42,28
5081,2478,4925,29
5081,1421,3995,7
5531,707,749,35
5531,1900,2389,17
5531,707,579,30
5531,4163,4771,42
5531,2726,4622,46
5531,4248,2943,31
5531,2956,725,19
5531,3738,3784,4
5531,1197,1143,2
5531,1398,1592,33
5581,1120,727,7
5581,1395,4015,4
5581,5134,2927,6
5581,921,5348,1
5581,2087,374,13
5581,3107,4051,1
5581,4272,2431,26
5581,2185,4393,1
5581,4620,2878,1
5581,5134,4574,1
