prime,A,x0,trials
8287,6336,3805,2
8287,5073,848,17
8287,3137,6021,1
8287,2408,3235,11
8287,564,3757,7
8287,1364,6204,2
8287,5068,4703,15
8287,5807,6101,30
8287,5344,1590,25
8287,2617,3705,3
8369,6238,200,61
8369,7291,5553,30
8369,7378,7005,7
8369,4866,1400,7
8369,1637,3943,8
8369,7192,5921,15
8369,2489,5076,9
8369,8152,2321,40
8369,3539,8041,27
8369,3783,7013,8
8741,6636,5203,12
8741,6017,8720,6
8741,3129,1776,30
8741,8364,8513,66
8741,4898,4521,3
8741,8729,7774,29
8741,2141,8012,34
8741,3914,2484,18
8741,855,5563,10
8741,1316,1160,2
