prime,A,x0,trials
4663,4340,3503,23
4663,2598,1513,6
4663,2993,659,12
4663,3794,218,7
4663,2657,3421,3
4663,1137,2462,9
4663,1769,483,14
4663,4529,2694,16
4663,4198,1153,5
4663,1649,591,15
4751,214,1888,30
4751,2248,1313,86
4751,3362,336,32
4751,1477,145,18
4751,762,4258,41
4751,3231,3528,6
4751,1479,3057,8
4751,2038,4249,58
4751,2593,4144,94
4751,1056,708,12
4931,4197,4318,47
4931,1684,4181,3
4931,2630,11,5
4931,4851,4699,10
4931,621,2020,13
4931,1494,4738,31
4931,4624,3731,2
4931,3666,1404,8
4931,815,1257,8
4931,2584,2341,28
