prime,A,x0,trials
4027,2819,859,10
4027,3953,1744,14
4027,3826,1581,14
4027,1575,1660,3
4027,1123,3777,26
4027,1737,2471,10
4027,3267,21,4
4027,745,291,3
4027,1832,204,4
4027,2278,1349,3
4139,3702,1561,87
4139,3550,956,2
4139,3780,4082,29
4139,2425,2796,8
4139,3067,1069,7
4139,78,3263,1
4139,1008,2234,105
4139,3544,1289,14
4139,1931,3809,49
4139,4119,120,13
4177,4011,2798,6
4177,1137,3623,8
4177,854,1397,14
4177,2031,3845,10
4177,947,3461,5
4177,1558,2657,3
4177,1801,2192,25
4177,919,1268,17
4177,4165,2160,3
4177,2277,4152,11
