prime,A,x0,trials
1993,772,1640,9
1993,1841,1915,5
1993,701,1371,4
1993,819,1154,6
1993,868,183,12
1993,1028,870,3
1993,1224,1975,3
1993,1634,1234,13
1993,1975,956,9
1993,963,417,1
2069,1779,812,4
2069,490,311,2
2069,1536,1645,21
2069,784,70,3
2069,1634,1694,29
2069,638,1516,30
2069,277,1436,11
2069,811,1636,12
2069,129,708,6
2069,429,582,5
2143,287,536,9
2143,490,1499,7
2143,2106,1212,23
2143,750,1801,13
2143,1379,1097,23
2143,564,97,14
2143,1509,424,14
2143,771,403,38
2143,1185,1034,6
2143,1744,969,13
