prime,A,x0,trials
2309,863,1496,4
2309,1072,1766,8
2309,975,683,2
2309,1813,1229,9
2309,2211,354,1
2309,1651,902,8
2309,897,1067,1
2309,618,278,10
2309,986,1080,2
2309,89,562,2
2311,2046,2220,6
2311,330,2309,6
2311,1744,287,1
2311,2130,901,8
2311,1834,1332,4
2311,1871,1423,5
2311,581,1754,16
2311,1824,2196,3
2311,2281,293,1
2311,315,403,1
2339,1207,188,5
2339,1676,1564,1
2339,2215,397,6
2339,1368,576,2
2339,968,300,9
2339,1687,373,3
2339,929,1305,5
2339,547,2051,6
2339,1895,690,12
2339,929,271,1
