prime,A,x0,trials
7951,3097,3294,6
7951,6235,6259,16
7951,7599,3749,21
7951,1112,7498,21
7951,7117,1201,9
7951,2831,4751,39
7951,1391,3486,4
7951,1862,7863,31
7951,5319,5565,8
7951,3213,7495,11
8059,7829,7058,3
8059,1170,6501,4
8059,3502,1100,6
8059,3196,4572,2
8059,6636,6438,9
8059,7855,4380,3
8059,941,5794,8
8059,6091,6055,55
8059,5117,2726,1
8059,7248,7817,2
8087,3169,3942,4
8087,386,7548,20
8087,804,1923,18
8087,4137,5932,47
8087,4182,4807,17
8087,4550,7640,39
8087,3319,4462,1
8087,7825,5524,39
8087,6702,7941,3
8087,5364,1824,38
