prime,A,x0,trials
1627,621,32,32
1627,202,435,4
1627,301,1126,1
1627,391,1128,16
1627,987,128,3
1627,552,149,48
1627,996,1578,18
1627,127,472,15
1627,454,1550,4
1627,56,1446,4
1669,841,16,16
1669,1470,238,32
1669,1025,951,2
1669,739,123,29
1669,227,1402,23
1669,1266,834,4
1669,570,176,2
1669,1062,107,11
1669,1537,1358,12
1669,1544,568,7
1721,1274,1380,33
1721,1513,1379,5
1721,306,1601,6
1721,1089,1647,13
1721,1672,1646,1
1721,1069,37,17
1721,735,363,27
1721,1194,1377,10
1721,67,1651,7
1721,769,1166,1
