prime,A,x0,trials,param_a_count,class_number
100303653077,19240514399,15069831730,63812,3.0,105840
100303653077,92423592594,65233632161,55552,3.0,77170
100303653077,24049595944,9795036653,16534,3.0,105840
100303653077,60761646671,10244237993,50568,3.0,105840
100303653077,11411550231,77402733763,106526,3.0,77170
101166153397,57434165316,11117486237,73332,3.0,257280
101166153397,5717232785,21478728194,26628,3.0,257280
101166153397,34460861397,23096730103,154,3.0,257280
101166153397,2142136664,5469521450,45908,3.0,186624
101166153397,95833783921,83700369421,670,3.0,257280
101938673917,42617113365,21641550810,185416,2.0,269184
101938673917,10677625283,33871084783,7532,2.0,269184
101938673917,87540693413,44225193732,66850,2.0,269184
101938673917,52772482892,19875664884,105608,2.0,269184
101938673917,8458278270,66314427155,2906,2.0,269184
102191611177,21372602494,22966557027,271852,3.0,300288
102191611177,38754552429,34866455171,271096,3.0,300288
102191611177,80229787631,27328727440,251580,3.0,109184
102191611177,62145608875,32227861905,549619,3.0,300288
102191611177,65270838484,24882853443,121835,3.0,109184
102331516103,48935106801,58018467204,75950,3.0,151504
102331516103,14064847707,27067624591,232022,3.0,107876
102331516103,7196332789,18654938730,79674,3.0,107876
102331516103,31917602150,70056368313,249109,3.0,151504
102331516103,96186909358,31530135743,8603,3.0,107876
102648147733,16865841411,48734588662,83440,3.0,381040
102648147733,93439050292,83361303867,140336,3.0,381040
102648147733,40614284724,43995530788,18158,3.0,381040
102648147733,54160913244,70226590790,2940,3.0,164388
102648147733,52816890429,57779660756,31146,3.0,381040
102719400659,19551707508,87664541565,493010,2.0,135174
102719400659,47600130516,64514313743,1286586,2.0,235467
102719400659,97689919299,52412339958,195496,2.0,235467
102719400659,62096586528,88681152619,120236,2.0,135174
102719400659,96759016266,79178477792,47582,2.0,135174
102809736881,66978113062,13870802658,278264,3.0,236736
102809736881,23665552825,29453147098,366618,3.0,236736
102809736881,73633851183,18823706870,102102,3.0,178944
102809736881,4579316012,17520586052,78694,3.0,236736
102809736881,98286796450,32882410996,799,3.0,236736
102992353423,45194058613,15340844331,832342,2.0,161664
102992353423,20104099590,75692229630,4774,2.0,172752
102992353423,17203808048,98510947112,738010,2.0,172752
102992353423,58242989436,11560092382,59822,2.0,172752
102992353423,34057827316,73489893006,275274,2.0,172752
103128172747,26312512811,18693506935,618786,2.0,203004
103128172747,57848910864,68262648007,402150,2.0,203004
103128172747,29313989698,59693429321,146594,2.0,203004
103128172747,98865058324,39752033618,121983,2.0,203004
103128172747,73871706569,73489582222,110263,2.0,203004
103435489189,58899041517,27904687449,6188,2.0,276832
103435489189,77069338494,51397707509,101892,2.0,276832
103435489189,32088540965,46880700875,14868,2.0,276832
103435489189,19924887506,80985767824,13712,2.0,276832
103435489189,101589581787,94957229987,25446,2.0,276832
103860252283,11950209486,47121049807,74242,2.0,248512
103860252283,71740968622,30797985481,41664,2.0,248512
103860252283,101190601819,31149781068,101787,2.0,248512
103860252283,84559254377,238042184,19467,2.0,248512
103860252283,63793280358,10986326191,22274,2.0,248512
103860542021,78610451572,35968598501,104524,2.0,185256
103860542021,34894102408,6715910318,447692,2.0,360144
103860542021,102599985250,10454805703,587412,2.0,185256
103860542021,67609630545,45417401326,15792,2.0,185256
103860542021,35545838441,67780621090,86709,2.0,360144
104119298609,8401965977,52037789106,184898,3.0,115552
104119298609,77478300261,58309595992,162050,3.0,152352
104119298609,59584943265,72357391422,287504,3.0,115552
104119298609,96485033251,74794149150,177828,3.0,35568
104119298609,28127917530,70246936642,18322,3.0,115552
105138546991,10204094450,89825013700,7560,3.0,94800
105138546991,75554689323,50115846621,159222,3.0,204560
105138546991,84118105242,30566964418,11004,3.0,94800
105138546991,12742462935,11060388712,349112,3.0,74592
105138546991,36600513582,34127358326,29504,3.0,204560
105194274137,62107595902,18216905948,7420,3.0,145176
105194274137,43828326681,70637777253,570290,3.0,213184
105194274137,25354642581,105022914265,78680,3.0,145176
105194274137,12331205185,50664076892,187460,3.0,213184
105194274137,30826928023,68968790321,37236,3.0,213184
105207410369,70152315727,49049469361,52920,3.0,166144
105207410369,11066682038,47519325609,38752,3.0,166144
105207410369,60266314357,63716747061,44870,3.0,254208
105207410369,18024345424,31718701516,554805,3.0,166144
105207410369,101782031765,58088183320,20665,3.0,166144
105271850531,65724646283,1310211373,25452,3.0,91520
105271850531,3523466192,87126416284,30170,3.0,349804
105271850531,75662385715,55444790139,20440,3.0,62730
105271850531,95894040106,101952028198,113342,3.0,349804
105271850531,69997048416,2525753347,11076,3.0,349804
105539327573,50020906714,18253606693,100436,2.0,130896
105539327573,102235740090,81072595017,40698,2.0,409872
105539327573,65372509375,12014497882,224868,2.0,409872
105539327573,46675555815,22182982454,140952,2.0,409872
105539327573,66339109888,8834339057,24188,2.0,409872
105705739837,57277600341,71955090682,262304,2.0,182896
105705739837,56750952414,99424781202,11718,2.0,246768
105705739837,34837839255,3030177652,75922,2.0,246768
105705739837,63272527287,19559569093,458094,2.0,182896
105705739837,32710121336,73211105948,39640,2.0,182896
105897995143,48093007994,99028252893,130900,2.0,219960
105897995143,19745652968,86917413104,126924,2.0,134796
105897995143,71084190041,65276284579,93058,2.0,134796
105897995143,22095157006,86913144954,3976,2.0,134796
105897995143,99056636693,30833540233,80902,2.0,219960
106189501993,28227662364,63865574995,435638,2.0,161856
106189501993,75257099927,14443609417,74760,2.0,161856
106189501993,20767824531,51594984284,130844,2.0,161856
106189501993,16831578192,6290588702,1033998,2.0,161856
106189501993,15349297332,22465603858,30090,2.0,176040
106472056861,90648496150,120288221,88760,2.0,120784
106472056861,32208131199,81599131375,310772,2.0,120784
106472056861,29305225,34929636553,24598,2.0,120784
106472056861,30310757624,10402087247,119959,2.0,226656
106472056861,26226103041,47056837178,42385,2.0,120784
107222341657,63716244019,58656420840,315168,2.0,259776
107222341657,33033555774,90610239045,3528,2.0,259776
107222341657,87270571563,86514657344,82166,2.0,259776
107222341657,48145604803,37028973243,1230795,2.0,259776
107222341657,4499034685,51930901737,84141,2.0,88032
107319916073,62406572252,35651626021,232904,2.0,275948
