101,20,72
101,4,69
101,39,75
101,20,55
101,27,69
103,44,64
103,77,17
103,26,84
103,39,74
103,80,50
107,88,89
107,99,49
107,47,71
107,8,67
107,8,88
109,85,30
109,11,4
109,27,93
109,82,84
109,102,100
113,95,46
113,95,66
113,35,74
113,81,60
113,87,28
127,60,112
127,60,62
127,24,34
127,67,3
127,116,7
131,107,16
131,68,41
131,10,89
131,49,65
131,68,123
137,74,64
137,52,29
137,3,30
137,74,126
137,81,22
139,72,67
139,94,52
139,84,5
139,36,63
139,78,97
149,65,138
149,42,90
149,97,18
149,90,98
149,19,72
151,8,84
151,72,80
151,15,65
151,143,67
151,114,28
157,18,84
157,138,98
157,154,134
157,136,133
157,21,84
163,54,125
163,31,14
163,32,140
163,144,69
163,156,131
167,86,47
167,148,32
167,17,94
167,19,135
167,86,6
173,13,21
173,18,42
173,170,161
173,157,154
173,121,88
179,142,39
179,37,23
179,13,114
179,147,2
179,54,71
181,165,27
181,134,26
181,150,140
181,72,89
181,117,115
191,157,115
191,159,184
191,4,5
191,28,39
191,127,64
193,44,87
193,64,69
193,149,73
193,170,80
193,159,94
197,174,160
197,91,175
197,177,179
197,72,157
197,87,70
199,181,118
199,46,84
199,89,153
199,36,24
199,153,28
211,201,182
211,186,52
211,25,177
211,67,7
211,149,10
223,92,2
223,208,58
223,110,148
223,208,47
223,131,166
227,40,126
227,68,33
227,7,87
227,47,88
227,207,52
229,183,80
229,22,34
229,211,207
229,104,113
229,211,212
233,30,121
233,64,64
233,109,174
233,169,96
233,69,209
239,156,125
239,181,217
239,225,215
239,14,108
239,58,161
241,218,75
241,62,93
241,23,128
241,62,28
241,94,30
251,203,193
251,142,128
251,118,146
251,193,218
251,133,153
257,14,184
257,127,116
257,89,106
257,131,58
257,223,189
263,176,4
263,184,111
263,9,186
263,134,211
263,93,151
269,89,201
269,77,44
269,77,21
269,146,84
269,260,40
271,203,207
271,56,109
271,193,218
271,33,192
271,154,252
277,4,35
277,83,222
277,3,204
277,226,209
277,118,131
281,72,230
281,224,189
281,57,257
281,107,93
281,94,76
283,14,167
283,262,57
283,84,2
283,262,7
283,150,94
293,40,200
293,83,124
293,81,55
293,96,270
293,102,34
307,293,299
307,159,73
307,52,186
307,108,150
307,205,157
311,285,189
311,257,301
311,30,224
311,47,231
311,157,20
313,161,181
313,235,40
313,179,159
313,152,132
313,174,27
317,305,92
317,88,285
317,226,81
317,30,122
317,214,133
331,318,149
331,309,199
331,231,123
331,22,69
331,130,138
337,44,144
337,164,222
337,156,192
337,82,228
337,164,335
347,206,322
347,288,177
347,217,188
347,44,261
347,43,254
349,209,302
349,270,40
349,279,39
349,329,73
349,149,229
353,169,48
353,77,178
353,56,98
353,230,285
353,258,131
359,341,181
359,241,27
359,79,71
359,338,120
359,88,294
367,320,110
367,295,142
367,19,128
367,281,269
367,202,109
373,45,264
373,179,194
373,238,128
373,264,248
373,196,281
379,267,230
379,267,117
379,55,36
379,130,2
379,374,20
383,6,177
383,273,66
383,217,363
383,107,311
383,349,233
389,109,139
389,199,66
389,131,326
389,29,131
389,32,241
397,273,236
397,372,104
397,305,239
397,60,372
397,283,3
401,67,156
401,122,392
401,339,226
401,66,371
401,151,133
409,89,143
409,223,224
409,228,355
409,390,233
409,325,229
419,5,134
419,3,329
419,214,265
419,134,414
419,89,223
421,280,49
421,124,190
421,359,154
421,258,176
421,99,235
431,239,383
431,192,182
431,274,331
431,155,295
431,239,214
433,221,118
433,34,368
433,329,386
433,239,154
433,266,179
439,125,419
439,316,73
439,175,183
439,410,211
439,245,289
443,264,68
443,20,41
443,337,148
443,361,436
443,344,256
449,444,30
449,84,285
449,25,181
449,110,187
449,379,94
457,232,216
457,252,430
457,353,120
457,225,256
457,386,254
461,27,362
461,301,173
461,343,327
461,203,196
461,35,232
463,416,312
463,335,49
463,324,21
463,237,416
463,355,160
467,383,456
467,46,28
467,207,376
467,234,311
467,422,181
479,203,401
479,190,408
479,448,153
479,154,451
479,161,321
487,212,452
487,411,57
487,213,234
487,419,48
487,213,245
491,288,462
491,75,362
491,141,469
491,372,18
491,115,5
499,52,129
499,193,384
499,86,230
499,332,236
499,225,177
503,250,75
503,308,75
503,21,496
503,472,162
503,478,201
509,391,425
509,308,79
509,238,166
509,46,408
509,373,283
521,127,290
521,424,78
521,398,462
521,167,476
521,326,312
523,316,279
523,329,483
523,513,165
523,406,53
523,138,521
541,119,283
541,210,403
541,211,523
541,429,453
541,25,507
547,30,509
547,98,180
547,272,451
547,392,95
547,393,56
557,43,192
557,487,249
557,552,313
557,410,312
557,7,303
563,399,74
563,239,342
563,457,478
563,324,211
563,483,45
569,166,269
569,463,39
569,542,173
569,471,412
569,116,54
571,401,541
571,205,295
571,374,399
571,41,253
571,382,356
577,382,353
577,382,60
577,7,13
577,8,330
577,191,337
587,437,401
587,210,279
587,150,45
587,435,174
587,276,75
593,256,75
593,537,433
593,3,155
593,90,359
593,318,469
599,370,266
599,204,291
599,333,215
599,345,304
599,94,419
601,286,237
601,571,264
601,499,584
601,420,161
601,399,289
607,302,251
607,394,230
607,512,58
607,61,166
607,456,329
613,223,86
