prime,A,x0,trials,param_a_count,class_number
101,20,72,2,1,6
101,4,69,20,1,6
101,39,75,1,1,6
101,20,55,3,1,6
101,27,69,6,1,6
101,81,39,2,1,6
101,39,28,3,1,6
101,97,62,7,1,6
101,33,50,2,1,6
101,38,46,9,1,6
101,38,44,2,1,6
101,4,32,10,1,6
101,39,46,16,1,6
101,63,39,5,1,6
101,97,69,10,1,6
101,20,46,14,1,6
101,33,55,4,1,6
101,97,32,7,1,6
101,39,83,6,1,6
101,68,8,15,1,6
103,44,64,3,1,6
103,77,17,5,1,6
103,26,84,5,1,6
103,39,74,1,1,6
103,80,50,1,1,6
103,64,29,18,1,6
103,44,34,7,1,6
103,80,68,21,1,6
103,59,40,6,1,6
103,59,37,8,1,6
103,56,22,4,1,6
103,91,68,3,1,6
103,47,82,23,1,6
103,91,50,2,1,6
103,77,19,9,1,6
103,12,11,3,1,6
103,80,16,5,1,6
103,12,75,8,1,6
103,80,58,7,1,6
103,80,36,9,1,6
107,88,89,2,2,1
107,99,49,1,2,7
107,47,71,2,2,1
107,8,67,1,2,7
107,8,88,3,2,7
107,47,45,4,2,1
107,33,53,4,2,7
107,47,17,7,2,1
107,1,95,4,2,7
107,62,27,17,2,7
107,79,64,2,2,7
107,88,100,29,2,1
107,33,99,11,2,7
107,60,19,2,2,1
107,88,40,8,2,1
107,47,43,7,2,1
107,73,29,3,2,7
107,19,18,6,2,1
107,73,48,2,2,7
107,79,61,5,2,7
109,85,30,3,2,2
109,11,4,5,2,2
109,27,93,2,2,2
109,82,84,13,2,2
109,102,100,1,2,2
109,16,85,10,2,2
109,7,34,5,2,2
109,85,90,1,2,2
109,10,32,1,2,4
109,24,17,1,2,2
109,102,104,3,2,2
109,16,31,10,2,2
109,65,53,1,2,4
109,82,27,2,2,2
109,85,47,14,2,2
109,44,57,10,2,4
109,16,52,2,2,2
109,99,95,4,2,4
109,82,73,5,2,2
109,93,56,2,2,2
113,95,46,3,2,4
113,95,66,1,2,4
113,35,74,8,2,4
113,81,60,3,2,4
113,87,28,2,2,4
113,26,50,4,2,4
113,18,73,10,2,4
113,104,83,3,2,4
113,35,73,7,2,4
113,28,81,1,2,4
113,5,105,3,2,4
113,107,80,11,2,4
113,107,107,2,2,4
113,35,34,1,2,4
113,47,9,4,2,4
113,112,55,1,2,4
113,6,34,7,2,4
113,78,61,1,2,4
113,35,75,1,2,4
113,35,57,3,2,4
127,60,112,5,1,5
127,60,62,5,1,5
127,24,34,10,1,5
127,67,3,6,1,5
127,116,7,14,1,5
127,67,115,2,1,5
127,32,32,7,1,5
127,116,87,5,1,5
127,32,98,4,1,5
127,95,88,31,1,5
127,24,85,14,1,5
127,11,24,30,1,5
127,60,102,1,1,5
127,72,72,10,1,5
127,116,69,4,1,5
127,67,60,1,1,5
