prime,A,x0,trials,param_a_count,class_number
100066381,27129214,86211932,4145,2,9952
100066381,65016550,51479377,507,2,9952
100066381,10621652,51886372,3138,2,9952
100066381,97970881,91602859,480,2,9952
100066381,1682024,12794970,2574,2,9952
100066381,86749464,36772504,625,2,9952
100066381,85544390,79508448,1668,2,9952
100066381,97498242,73404685,3091,2,9952
100066381,78104480,92334730,2686,2,9952
100066381,98354708,56399639,4097,2,9952
100066381,32498128,90826609,1274,2,9952
100066381,24143451,48835974,1759,2,9952
100066381,49831771,74432714,60,2,9952
100066381,26607135,54147997,1277,2,2538
100066381,957254,43587701,1072,2,9952
100066381,43116359,26870433,2733,2,9952
100066381,71892872,34220802,1159,2,9952
100066381,46766405,31656149,1047,2,9952
100066381,68368208,13800150,1413,2,9952
100066381,43807733,45918795,1439,2,9952
100145477,26097149,78296027,1325,2,3586
100145477,38328261,35004378,81,2,2800
100145477,32021900,60981914,51,2,3586
100145477,47540371,87392790,2371,2,3586
100145477,27478049,94432092,1670,2,2800
100145477,18932960,36179312,4529,2,3586
100145477,32407050,53576772,1006,2,3586
100145477,11742495,57947574,1021,2,3586
100145477,64159139,33155509,2795,2,3586
100145477,13988703,29474604,7733,2,2800
100145477,14640125,44304099,1399,2,2800
100145477,52608957,61322104,3086,2,3586
100145477,30633449,62527254,268,2,3586
100145477,69821629,10151096,950,2,2800
100145477,54953400,14193531,5989,2,3586
100145477,19366852,11126081,1502,2,2800
100145477,80345163,99626698,3823,2,3586
100145477,69033259,93615860,370,2,3586
100145477,91610663,95846655,1803,2,3586
100145477,35377829,17814582,505,2,2800
100255049,93430178,59945869,811,3,2680
100255049,96922121,33766619,193,3,7464
100255049,47939085,17036558,281,3,7464
100255049,66641462,54260462,1042,3,2680
100255049,41632296,18463462,779,3,2680
100255049,13009907,72707265,991,3,4064
100255049,20970135,11012360,1160,3,7464
100255049,97120896,93277102,144,3,7464
100255049,75276580,99090042,4322,3,7464
100255049,47990927,45788523,895,3,7464
100255049,74945278,51824492,15,3,7464
100255049,46798229,63787571,811,3,4064
100255049,5763711,94299549,713,3,7464
100255049,72785515,99779608,2251,3,7464
100255049,49987143,58305980,246,3,2680
100255049,66062939,16618784,865,3,7464
100255049,15094587,37406911,1127,3,7464
100255049,9119839,80414383,471,3,4064
100255049,78717190,57969764,2127,3,7464
100255049,26874952,7268649,1685,3,7464
100273559,74728405,40847853,440,3,640
100273559,44222920,9617200,1463,3,12737
100273559,71874923,40754002,4,3,12737
100273559,30819555,28315884,852,3,2776
100273559,27379369,62222324,1923,3,12737
100273559,68705157,68128306,866,3,12737
100273559,66334090,97955957,956,3,12737
100273559,2699589,60925423,1980,3,12737
100273559,82472129,46564210,175,3,12737
100273559,72383946,255486,475,3,12737
100273559,63323472,50861914,1126,3,2776
100273559,58648125,67346966,1249,3,12737
100273559,70561754,61723587,1249,3,12737
100273559,75113178,45820053,767,3,12737
100273559,92573051,14332459,116,3,12737
100273559,70576277,30039062,1209,3,12737
100273559,11202174,67924790,57,3,12737
100273559,91352136,51898530,2974,3,2776
100273559,68078436,67424893,102,3,12737
100273559,85119869,32842000,555,3,12737
100316569,67197217,71623849,11926,3,3488
100316569,71313365,11539183,2464,3,2088
100316569,32444952,58044893,446,3,3488
100316569,73371689,61980582,15381,3,1504
100316569,19378928,80995994,181,3,3488
100316569,42418095,7547806,6317,3,3488
100316569,61950499,30052492,211,3,3488
100316569,36443712,6276054,1336,3,2088
100316569,36079601,73400945,199,3,1504
100316569,78043079,93859525,6688,3,3488
100316569,44955944,41865637,4650,3,2088
100316569,51946637,33801488,12835,3,3488
100316569,84211022,89819660,14862,3,1504
100316569,13095052,27006450,9888,3,2088
100316569,66988446,47794123,539,3,2088
100316569,4575915,38253869,8202,3,1504
100316569,57046335,22651864,13416,3,1504
100316569,58326722,98813992,22227,3,3488
100316569,99549521,30230975,2653,3,2088
100316569,7776033,99719548,905,3,2088
100799687,58083475,21995929,5392,2,3174
100799687,31694372,32484305,3196,2,8446
100799687,3469562,39503337,112,2,3174
100799687,10785143,37711713,1387,2,3174
100799687,8538702,27890788,2771,2,3174
100799687,61411430,99611210,9770,2,3174
