prime,A,x0,trials,param_a_count,class_number
10037,8494,5593,10,3,96
10037,2541,4301,43,3,96
10037,5208,8948,9,3,96
10037,1007,7128,25,3,36
10037,3881,405,52,3,36
10037,6846,2661,16,3,96
10037,9552,9429,11,3,96
10037,7842,9176,9,3,96
10037,2194,6995,6,3,36
10037,2896,450,4,3,96
10037,4443,1683,32,3,96
10037,8455,1156,38,3,96
10037,6970,3419,1,3,96
10037,4110,4698,40,3,96
10037,4517,3372,23,3,96
10037,4470,5780,26,3,96
10037,9715,6630,14,3,96
10037,3498,5417,11,3,30
10037,6264,1714,45,3,96
10037,4053,988,64,3,96
10061,5968,316,15,3,88
10061,7016,3875,27,3,56
10061,8087,2774,58,3,88
10061,7685,379,12,3,28
10061,6233,4532,41,3,28
10061,8543,7275,4,3,56
10061,9591,6055,1,3,88
10061,1210,9995,1,3,56
10061,6333,7628,27,3,88
10061,9389,6431,41,3,88
10061,6540,7734,1,3,88
10061,1615,5373,9,3,88
10061,993,201,29,3,28
10061,2663,6411,17,3,88
10061,8016,3363,40,3,56
10061,3212,1853,34,3,88
10061,9120,730,11,3,88
10061,6450,669,15,3,88
10061,1717,7409,8,3,28
10061,5990,7354,24,3,28
10067,5790,2217,3,3,60
10067,5261,4392,17,3,60
10067,8453,5220,6,3,60
10067,2797,4835,53,3,60
10067,5261,601,6,3,60
10067,2797,5999,9,3,60
10067,3012,510,3,3,23
10067,7383,2088,6,3,60
10067,4742,5842,12,3,36
10067,4177,1324,1,3,60
10067,686,697,1,3,60
10067,7383,8411,21,3,60
10067,7141,7986,1,3,60
10067,1712,7072,15,3,60
10067,10039,7589,2,3,60
10067,7397,3431,9,3,60
10067,5760,6942,4,3,60
10067,5325,3290,5,3,36
10067,28,9360,46,3,60
10067,4823,9543,7,3,60
10069,2029,5325,15,3,40
10069,3444,6553,20,3,40
10069,294,1918,7,3,56
10069,9638,3354,24,3,40
10069,2845,8059,12,3,40
10069,9117,5663,3,3,40
10069,3048,1159,34,3,40
10069,7437,428,31,3,40
10069,8148,6534,1,3,40
10069,337,9599,26,3,40
10069,7149,2433,2,3,40
10069,5121,1064,17,3,40
10069,5670,6751,10,3,40
10069,3444,8330,44,3,40
10069,2209,4007,78,3,56
10069,5987,5305,28,3,56
10069,2790,359,3,3,40
10069,6198,9861,1,3,40
10069,8136,4025,24,3,40
10069,6198,752,81,3,40
10091,6698,8321,10,3,84
10091,10005,5822,3,3,36
10091,1387,290,5,3,32
10091,2006,9965,8,3,84
10091,850,4028,1,3,36
10091,3266,8759,18,3,84
10091,5823,4514,1,3,36
10091,6485,6247,4,3,36
10091,2072,5690,14,3,84
10091,10013,690,13,3,84
10091,8746,7829,1,3,84
10091,7576,8211,17,3,84
10091,3151,8817,24,3,84
10091,3393,169,15,3,84
10091,7831,7910,7,3,36
10091,8770,3342,11,3,84
10091,3277,1798,2,3,36
10091,3677,8432,38,3,84
10091,8658,9416,3,3,36
10091,77,3897,6,3,84
10099,5124,3152,7,3,74
10099,10004,4839,21,3,40
10099,2144,8418,42,3,40
10099,3259,5805,17,3,74
10099,7605,8721,5,3,44
10099,4174,9720,14,3,44
10099,6078,9320,1,3,44
10099,117,9498,15,3,74
10099,7683,2669,17,3,44
10099,6294,619,19,3,40
10099,8562,6059,15,3,74
10099,1064,9625,8,3,44
10099,6884,2249,3,3,74
10099,8771,9150,33,3,74
10099,92,5186,22,3,44
10099,5555,1126,3,3,74
10099,5053,9377,9,3,74
10099,9387,9582,42,3,74
10099,9370,695,7,3,40
10099,6937,570,16,3,74
10111,1182,4780,72,3,87
10111,5203,6086,177,3,36
10111,6873,3929,24,3,87
10111,7394,6219,37,3,36
10111,3683,3581,19,3,87
10111,7119,9245,109,3,36
10111,7762,3059,9,3,87
10111,4799,4983,14,3,36
10111,810,7644,36,3,36
10111,458,4388,37,3,87
10111,900,3394,3,3,87
10111,6699,4571,10,3,36
10111,1070,360,2,3,36
10111,6419,9600,1,3,36
10111,6934,1768,36,3,36
10111,6699,9596,35,3,36
10111,7256,3267,35,3,87
10111,62,7564,96,3,87
10111,7039,4172,40,3,36
10111,9955,7968,58,3,36
10139,7216,4964,11,3,68
10139,4842,496,30,3,68
10139,8527,9197,26,3,56
10139,7702,6249,2,3,68
10139,3520,7814,4,3,31
10139,688,6012,8,3,68
10139,2294,8700,8,3,31
10139,1126,5738,7,3,56
10139,4689,9428,6,3,56
10139,3191,7442,13,3,68
10139,9013,8293,5,3,56
10139,7230,5712,101,3,68
10139,8651,5875,10,3,68
10139,9833,4580,19,3,68
10139,8611,1072,10,3,68
10139,1298,4565,6,3,68
10139,3841,3440,5,3,31
10139,4239,6535,12,3,31
10139,374,1911,18,3,68
10139,1574,60,7,3,31
10141,8788,445,9,3,56
10141,4700,3370,16,3,32
10141,6513,9782,35,3,56
10141,9368,6331,6,3,56
10141,8319,7144,22,3,56
10141,781,5189,14,3,56
10141,9714,4183,16,3,56
10141,8234,6229,7,3,48
10141,227,2108,7,3,32
10141,4182,8774,3,3,56
10141,3797,8752,2,3,32
10141,6049,1649,2,3,56
10141,457,2142,3,3,32
10141,3515,5292,41,3,56
10141,4024,2634,10,3,32
10141,8686,14,36,3,56
10141,1715,6128,35,3,48
10141,5871,2320,15,3,56
10141,43,5099,10,3,32
10141,1099,8235,9,3,32
10159,9878,4556,8,3,78
10159,8152,42,1,3,40
10159,5760,2437,23,3,40
10159,2074,4986,62,3,78
10159,3295,56,24,3,78
10159,2358,1134,8,3,78
10159,6652,5343,13,3,40
10159,10094,5309,6,3,78
10159,3081,6429,8,3,40
10159,1435,2850,3,3,78
10159,1066,3875,4,3,78
10159,74,482,4,3,78
10159,2507,8144,2,3,36
10159,4563,8035,6,3,78
10159,10143,6351,28,3,78
10159,5772,6234,16,3,36
10159,8454,9043,7,3,40
10159,2248,2732,12,3,40
10159,773,8250,5,3,36
10159,74,7312,11,3,78
10163,9526,6940,1,3,53
10163,193,3892,42,3,45
10163,7406,5456,7,3,45
10163,5059,6824,3,3,53
10163,7929,4135,24,3,53
10163,1849,3469,7,3,45
10163,7981,6928,20,3,45
10163,2249,7656,18,3,53
10163,4493,9468,21,3,45
10163,4725,10048,1,3,53
10163,7241,1566,22,3,45
10163,8889,202,10,3,45
10163,1624,1392,35,3,38
10163,8076,2790,4,3,53
10163,6675,9444,17,3,45
10163,7076,8412,7,3,53
10163,2384,9213,22,3,45
10163,5278,8780,10,3,45
10163,6131,5614,9,3,45
10163,1229,3913,10,3,45
10177,8496,2646,16,4,64
10177,9969,6019,4,4,64
10177,5382,5394,19,4,64
10177,6401,2031,4,4,64
10177,6,8298,61,4,64
10177,8168,7583,20,4,64
10177,2302,5544,32,4,64
10177,2416,4434,19,4,64
10177,6374,5272,17,4,64
10177,2981,3723,15,4,64
10177,4544,3887,1,4,64
10177,2586,4309,9,4,16
10177,1556,1673,17,4,64
10177,9992,8670,6,4,32
10177,4156,4809,11,4,64
10177,4344,9251,19,4,32
10177,5188,7537,23,4,64
10177,968,2684,37,4,16
10177,9642,645,3,4,64
10177,9683,9918,28,4,64
10211,2203,3463,5,3,49
10211,397,8054,6,3,49
10211,5465,4037,29,3,49
10211,4458,6753,12,3,54
10211,10068,4100,13,3,54
10211,3537,8707,34,3,49
10211,1791,5538,30,3,54
10211,6744,510,51,3,34
10211,5010,2409,63,3,34
10211,4833,4111,31,3,54
10211,2212,1023,1,3,54
10211,5920,70,5,3,54
10211,8982,1651,1,3,54
10211,1616,5768,28,3,49
10211,7142,3497,80,3,49
10211,3479,514,42,3,54
10211,7701,5641,9,3,54
10211,440,4462,13,3,54
10211,3511,6148,12,3,54
10211,9505,7679,51,3,54
10223,7000,8500,29,3,57
10223,1687,2241,1,3,57
10223,7658,7468,6,3,57
10223,4841,1942,17,3,57
10223,477,176,2,3,83
10223,8457,7100,20,3,57
10223,5821,1594,24,3,83
10223,6760,6711,4,3,83
10223,5605,7433,3,3,57
10223,6782,9707,6,3,83
10223,2866,801,13,3,57
10223,2902,7255,4,3,30
10223,4997,2911,18,3,57
10223,6945,567,3,3,30
10223,6548,7354,21,3,57
10223,4402,8723,3,3,83
10223,10201,4523,3,3,83
10223,7945,4273,21,3,83
10223,3936,5314,17,3,83
10223,977,4733,10,3,83
10243,743,1125,8,3,60
10243,9928,9771,38,3,74
10243,7590,7283,4,3,74
10243,5683,10049,6,3,60
10243,8270,4727,31,3,74
10243,3722,996,4,3,74
10243,4162,9564,10,3,74
10243,29,4164,7,3,74
10243,5371,7921,25,3,74
10243,5872,5176,35,3,74
10243,2997,9038,17,3,74
10243,7030,5659,19,3,74
10243,2697,4907,19,3,74
10243,1534,9420,53,3,74
10243,6187,7701,20,3,74
10243,8229,6025,30,3,28
10243,7299,4174,58,3,74
10243,3722,7267,23,3,74
10243,3614,8630,5,3,74
10243,2529,2843,35,3,60
10247,9734,1180,9,3,42
10247,9887,1336,32,3,42
10247,1773,6235,3,3,54
10247,701,8960,44,3,42
10247,4190,8316,12,3,42
10247,3731,6454,41,3,42
10247,7328,3492,20,3,54
10247,7000,6800,43,3,54
10247,2195,1525,41,3,54
10247,4986,3341,6,3,54
10247,3104,5959,48,3,33
10247,6405,1441,21,3,54
10247,10158,9246,6,3,33
10247,2419,1738,6,3,42
10247,3046,181,2,3,42
10247,5060,9057,12,3,54
10247,3415,5385,14,3,33
10247,9788,9214,1,3,54
10247,9700,3664,61,3,54
10247,4113,7194,33,3,42
10253,9776,232,14,3,96
10253,7124,1559,1,3,22
10253,3336,3446,10,3,82
10253,7841,9173,42,3,82
10253,6827,2121,37,3,82
10253,582,1841,6,3,82
10253,3313,8142,7,3,82
10253,5624,2598,6,3,82
10253,9516,1002,16,3,82
10253,872,8323,1,3,82
10253,2093,2797,31,3,96
10253,2380,556,20,3,82
10253,477,7496,1,3,96
10253,9450,6925,25,3,82
10253,2129,3770,29,3,82
10253,6021,7467,22,3,82
10253,4792,7973,10,3,82
10253,9740,2609,8,3,96
10253,3325,2471,46,3,82
10253,5397,5921,2,3,96
10267,5960,9314,20,3,96
10267,10231,1333,25,3,42
10267,7409,4675,1,3,96
10267,6234,10261,55,3,42
10267,4322,3501,1,3,42
10267,6763,2934,8,3,28
10267,1121,1951,4,3,96
10267,3456,9680,3,3,28
10267,465,4015,2,3,96
10267,5590,5445,6,3,96
10267,6399,3250,12,3,96
10267,9130,3378,2,3,96
10267,2997,1855,7,3,96
10267,4706,4137,8,3,96
10267,1709,8857,17,3,96
10267,2790,8504,8,3,96
10267,483,9756,6,3,96
10267,9902,8427,22,3,42
10267,1243,5559,11,3,28
10267,8072,7610,10,3,96
10271,145,10028,11,3,54
10271,6344,6979,19,3,40
10271,623,7616,6,3,54
10271,5529,3944,1,3,54
10271,6480,8559,6,3,54
10271,2549,7254,11,3,54
10271,9394,3779,2,3,40
10271,6508,2379,27,3,44
10271,4133,8062,50,3,44
10271,5100,3699,17,3,54
10271,10102,1371,3,3,54
10271,8882,241,12,3,54
10271,8246,409,11,3,40
10271,5562,2794,1,3,40
10271,7360,9637,6,3,44
10271,7492,167,9,3,54
10271,623,4526,2,3,54
10271,6969,5736,50,3,54
10271,3967,6382,3,3,54
10271,7818,9667,14,3,54
10273,9015,4704,19,3,64
10273,2250,8229,2,3,64
10273,1865,8443,3,3,64
10273,142,2642,22,3,64
10273,5049,1527,5,3,64
10273,9445,1825,32,3,64
10273,5317,2187,4,3,64
10273,8158,1405,45,3,64
10273,4196,7058,3,3,64
10273,3597,3128,6,3,64
10273,5449,6383,20,3,16
10273,8185,7132,13,3,64
10273,316,7018,38,3,64
10273,5470,2891,9,3,64
10273,5015,5841,41,3,64
10273,2281,7615,11,3,64
10273,6647,7887,13,3,64
10273,6442,6728,3,3,64
10273,7122,2926,10,3,64
10273,4295,1085,8,3,64
10289,8202,7055,10,3,56
10289,6561,1569,14,3,56
10289,2526,9746,47,3,56
10289,3320,8057,1,3,56
10289,7625,9746,18,3,56
10289,2721,451,33,3,56
10289,1780,9360,21,3,64
10289,8947,6114,3,3,64
10289,10081,8316,8,3,56
10289,1796,6274,9,3,56
10289,6969,8373,65,3,56
10289,6566,4513,23,3,56
10289,8439,8733,11,3,56
10289,8523,2710,1,3,64
10289,10269,2033,1,3,56
10289,8580,660,5,3,64
10289,550,1929,6,3,64
10289,7437,3732,1,3,56
10289,10209,3790,1,3,56
10289,3406,840,1,3,56
10301,9746,10160,7,4,20
10301,4884,655,3,4,28
10301,6671,3434,13,4,60
10301,9919,2686,9,4,60
10301,6288,457,29,4,14
10301,9894,5220,56,4,14
10301,5162,8221,5,4,28
10301,4158,9204,7,4,28
10301,8090,3756,25,4,28
10301,8017,2426,18,4,28
10301,9226,1135,19,4,60
10301,1361,4373,19,4,28
10301,9625,4010,13,4,14
10301,9519,8691,129,4,28
10301,5678,6323,117,4,28
10301,4775,4025,16,4,20
10301,8741,5428,14,4,60
10301,6217,4571,26,4,60
10301,9377,4055,14,4,28
10301,8741,4909,19,4,60
10331,5097,7436,4,3,19
10331,8556,4381,82,3,77
10331,8626,7807,37,3,36
10331,1163,4351,8,3,36
10331,8378,6243,46,3,77
10331,1361,4010,38,3,19
10331,8378,3091,18,3,77
10331,8203,5262,19,3,36
10331,7168,2275,9,3,19
10331,9043,374,7,3,77
10331,1014,4621,5,3,36
10331,3313,635,11,3,19
10331,774,2653,18,3,36
10331,4703,9844,55,3,77
10331,3352,8476,150,3,77
10331,7278,9788,11,3,77
10331,9989,1723,27,3,77
10331,1569,9557,26,3,19
10331,7299,1922,16,3,36
10331,10210,9726,21,3,19
10333,7443,2702,31,3,76
10333,9970,10123,14,3,76
10333,8493,7749,18,3,76
10333,1643,9074,22,3,72
10333,2582,7622,12,3,72
10333,5852,6863,3,3,76
10333,9059,9563,6,3,76
10333,1669,3426,4,3,32
10333,5551,1817,26,3,72
10333,6969,4990,25,3,76
10333,1076,22,7,3,72
10333,7498,6958,54,3,72
10333,9633,9877,8,3,32
10333,4284,2896,2,3,76
10333,8608,2012,26,3,32
10333,9138,2427,14,3,76
10333,3973,1611,2,3,72
10333,9855,9220,16,3,72
10333,487,9942,26,3,32
10333,2498,8281,1,3,32
10337,3945,8496,29,3,48
10337,9510,20,34,3,64
10337,2202,8682,6,3,64
10337,6809,6394,8,3,64
10337,3773,444,51,3,48
10337,1023,1181,23,3,64
10337,9638,8661,31,3,48
10337,4061,10034,1,3,48
10337,145,5789,26,3,64
10337,2312,6318,1,3,48
10337,3096,4660,9,3,64
10337,993,1137,4,3,48
10337,10221,86,44,3,32
10337,5684,5255,8,3,32
10337,291,3258,10,3,48
10337,1083,7272,44,3,32
10337,5658,920,5,3,48
10337,9524,7579,8,3,48
10337,1862,2649,24,3,48
10337,7817,1402,3,3,32
10343,8546,3012,2,3,136
10343,3234,6636,6,3,136
10343,8566,7193,43,3,31
10343,6754,6420,43,3,31
10343,6546,8356,10,3,33
10343,9432,8538,13,3,31
10343,1313,6496,23,3,33
10343,8288,8561,25,3,31
10343,5236,8282,24,3,136
10343,8476,1429,5,3,136
10343,2987,7454,22,3,136
10343,3811,1288,1,3,136
10343,5429,538,7,3,136
10343,5248,5410,6,3,136
10343,1596,2819,12,3,136
10343,5013,3380,3,3,136
10343,1017,9176,1,3,33
10343,8263,269,2,3,31
10343,2694,8936,21,3,33
10343,489,5266,19,3,31
10357,7827,9501,36,3,52
10357,7295,9454,7,3,52
10357,9942,2721,20,3,56
10357,9715,4339,15,3,52
10357,7295,9080,3,3,52
10357,3894,2773,2,3,56
10357,941,4612,21,3,52
10357,8808,995,6,3,56
10357,2228,3858,10,3,52
10357,8999,4265,15,3,52
10357,2808,3959,8,3,52
10357,7684,7766,10,3,52
10357,4419,1351,2,3,54
10357,2491,1872,6,3,52
10357,8464,6109,11,3,52
10357,4797,1514,2,3,54
10357,6337,9417,2,3,56
10357,3923,7477,2,3,56
10357,4782,9210,7,3,52
10357,2816,2019,46,3,52
10369,9211,3328,10,3,32
10369,5819,5968,8,3,64
10369,8727,1560,4,3,48
10369,7710,4371,27,3,64
10369,7037,7297,2,3,64
10369,4895,7154,4,3,32
10369,9478,6189,6,3,64
10369,9057,7674,8,3,32
10369,1090,1562,67,3,48
10369,1632,5076,23,3,48
10369,2749,7314,5,3,64
10369,8928,3484,2,3,64
10369,9893,5045,16,3,48
10369,10267,714,5,3,32
10369,9101,6919,21,3,64
10369,3440,286,10,3,64
10369,4160,10180,13,3,32
10369,6522,8100,4,3,64
10369,4857,115,18,3,48
10369,5312,4135,1,3,64
10399,4271,1854,13,3,56
10399,2546,9553,4,3,48
10399,7769,8484,9,3,48
10399,10184,6232,20,3,48
10399,9217,2620,5,3,56
10399,5892,1188,12,3,48
10399,8279,5427,50,3,56
10399,6515,3601,3,3,56
10399,241,9975,6,3,56
10399,2335,3353,4,3,56
10399,5259,5053,6,3,48
10399,3986,7727,24,3,56
10399,9561,9414,17,3,48
10399,6235,2107,26,3,48
10399,8969,9518,21,3,56
10399,9631,827,30,3,56
10399,3986,4048,4,3,56
10399,6837,9423,31,3,56
10399,6969,8433,28,3,48
10399,7314,6865,13,3,56
10427,10417,176,2,4,60
10427,9066,8631,6,4,22
10427,7628,4915,8,4,60
10427,9597,10194,8,4,66
10427,3089,6051,1,4,60
10427,9407,1131,4,4,66
10427,8244,7027,21,4,66
10427,6024,6761,25,4,66
10427,8733,975,1,4,22
10427,1653,2935,24,4,22
10427,3652,1515,14,4,60
10427,954,9443,8,4,60
10427,7787,3664,2,4,66
10427,2147,8822,9,4,60
10427,1493,7210,12,4,60
10427,2433,4555,46,4,22
10427,5846,9826,14,4,22
10427,1501,3237,26,4,60
10427,9116,9018,7,4,22
10427,6900,5440,4,4,60
10429,4485,4243,11,4,52
10429,9033,3710,29,4,52
10429,6686,1946,11,4,24
10429,6106,5730,15,4,24
10429,3311,2970,35,4,24
10429,258,1137,49,4,24
10429,6726,2973,38,4,52
10429,6147,5164,28,4,24
10429,4349,7788,47,4,24
10429,4067,7140,46,4,52
10429,10044,5549,20,4,52
10429,7118,8626,61,4,24
10429,9916,2384,6,4,24
10429,8311,4438,56,4,28
10429,7227,8256,41,4,28
10429,6049,5689,6,4,24
10429,3257,8075,3,4,24
10429,8112,7105,4,4,52
10429,4152,879,36,4,52
10429,5232,5350,11,4,28
10433,5309,10277,14,4,16
10433,2534,3390,14,4,32
10433,3507,9903,4,4,16
10433,10220,3341,41,4,128
10433,307,10266,11,4,128
10433,8139,8350,6,4,32
10433,7937,1613,26,4,128
10433,474,9026,14,4,32
10433,1579,9095,3,4,16
10433,3588,9486,4,4,32
10433,2496,3160,7,4,128
10433,1996,505,20,4,16
10433,6712,5817,18,4,128
10433,9538,2675,9,4,128
10433,5752,651,31,4,128
10433,3507,813,12,4,16
10433,7577,2755,8,4,32
10433,18,8033,16,4,128
10433,7705,7940,1,4,128
10433,7619,7985,10,4,128
10453,5669,7578,55,3,42
10453,2487,723,7,3,42
10453,9334,7524,3,3,42
10453,778,3260,4,3,28
10453,5967,3268,1,3,60
10453,2520,9486,86,3,42
10453,1119,3618,1,3,42
10453,6426,4097,66,3,42
10453,2649,8995,3,3,60
10453,1629,10244,75,3,28
10453,4329,975,13,3,42
10453,309,3301,4,3,60
10453,1303,2512,9,3,60
10453,3267,9786,23,3,42
10453,4188,3319,49,3,60
10453,2595,7414,13,3,60
10453,8192,9213,6,3,28
10453,9302,6936,46,3,60
10453,3821,5965,63,3,60
10453,5998,10421,4,3,60
10459,7948,2139,25,3,54
10459,1351,5944,82,3,54
10459,21,5073,2,3,40
10459,3392,4942,5,3,54
10459,6574,5201,3,3,60
10459,6146,925,20,3,54
10459,8495,9568,17,3,54
10459,9743,7661,30,3,54
10459,1246,1638,8,3,54
10459,10056,7996,39,3,40
10459,6553,7380,7,3,60
10459,1443,51,22,3,60
10459,5963,4970,20,3,54
10459,6636,4909,27,3,60
10459,10025,406,43,3,60
10459,9216,10343,16,3,54
10459,1092,8676,13,3,60
10459,8662,8706,30,3,60
10459,3082,6671,31,3,60
10459,403,9810,2,3,40
10463,6722,10127,12,3,106
10463,1539,6851,42,3,106
10463,2074,9751,2,3,106
10463,7432,1466,28,3,26
10463,5184,3670,50,3,26
10463,9121,10102,18,3,106
10463,9295,3753,121,3,26
10463,3134,5563,23,3,26
10463,10418,8431,16,3,26
10463,764,8378,98,3,26
10463,1882,7726,10,3,24
10463,8477,876,18,3,26
10463,2575,1738,19,3,26
10463,1805,9106,50,3,106
10463,4762,3869,3,3,106
10463,9898,1777,21,3,106
10463,1067,6155,10,3,106
10463,9481,8200,24,3,24
