prime,A,x0,trials,param_a_count,class_number
1002741654979,902773945384,173723965661,84634,3,382214
1002741654979,345671307700,20695581005,141681,3,781216
1002741654979,180557738004,358572963528,96097,3,382214
1002741654979,170308252759,112044246177,130353,3,382214
1002741654979,115682432802,45951073349,365748,3,499456
1002741654979,76048574262,622462916921,475696,3,781216
1002741654979,566988550378,362906897042,738911,3,781216
1002741654979,125573898708,286627209086,3263,3,781216
1002741654979,966452539131,896992762397,290283,3,382214
1002741654979,438572605222,126524444575,169562,3,781216
1002741654979,488905318401,878976009408,20568,3,781216
1002741654979,988402561050,878429725953,228374,3,382214
1002741654979,221910860007,923313231756,172957,3,781216
1002741654979,224513836397,271070891710,4684,3,781216
1002741654979,605763367618,688820547789,668,3,781216
1002741654979,599515850598,568413676666,150755,3,382214
1002741654979,227897595571,51897278013,155690,3,382214
1002741654979,940925657563,427526058483,356184,3,781216
1002741654979,33304656612,927338619111,65635,3,781216
1002741654979,140978497531,149157110954,21025,3,499456
1007307916207,231918103023,489192154615,168691,4,311622
1007307916207,215395700586,39097108714,47038,4,850384
1007307916207,828169049547,937356937141,37970,4,311622
1007307916207,140496060326,854634119361,62689,4,850384
1007307916207,460350788337,564386173223,168583,4,219936
1007307916207,971239379110,689206522940,30107,4,311622
1007307916207,169804097940,85179091095,47817,4,311622
1007307916207,465300050895,617079873168,55391,4,850384
1007307916207,179997246397,201963195075,48821,4,219936
1007307916207,1005463535256,526302923343,381919,4,850384
1007307916207,334112319378,263916605264,420783,4,850384
1007307916207,196542226459,640101740444,32575,4,850384
1007307916207,131328901775,632521560560,96013,4,219936
1007307916207,358261791004,92288335114,239490,4,850384
1007307916207,919503093485,901663486237,52415,4,311622
1007307916207,545315202157,76673852075,91738,4,311622
1007307916207,872168009234,911296794905,114614,4,311622
1007307916207,33511020411,362940474867,59582,4,219936
1007307916207,487756297027,913952230439,101747,4,311622
1007307916207,626441929115,80014871392,287371,4,850384
1009868816753,234916874493,396003012829,47519,3,461824
1009868816753,461571949595,615838586710,379033,3,461824
1009868816753,613013602175,655683379525,130490,3,587904
1009868816753,46033497777,281793659554,65736,3,587904
1009868816753,140881454711,840426843969,432540,3,461824
1009868816753,393598381923,387622047297,314580,3,319840
1009868816753,207700498167,164543067911,988494,3,319840
1009868816753,656407357144,246229533112,307109,3,461824
1009868816753,28975058372,969498261609,51756,3,587904
1009868816753,242398711009,277625769688,874497,3,461824
1009868816753,459086209299,894008130094,30247,3,319840
1009868816753,193683843593,663538098749,15222,3,461824
1009868816753,55682149773,639393763531,27140,3,319840
1009868816753,869932635181,673181366886,679359,3,587904
1009868816753,910031087542,580031643618,216542,3,319840
1009868816753,403824077590,757910647131,337967,3,319840
