prime,A,x0,trials
81769,4577,19599,43
81769,79824,53047,15
81769,24515,61355,20
81769,29816,71335,4
81769,26034,71385,134
81769,43086,23561,101
81769,7068,63619,39
81769,8911,56775,5
81769,42351,23275,94
81769,19266,52620,12
85091,7296,26128,129
85091,68871,13858,27
85091,21760,15653,26
85091,56148,61460,64
85091,14319,43319,11
85091,70772,31462,78
85091,22322,13337,97
85091,58645,9937,257
85091,51444,55472,47
85091,78990,75795,50
85931,84573,71756,6
85931,32892,821,150
85931,8291,30941,18
85931,36818,18928,7
85931,21772,20171,305
85931,985,37478,9
85931,7101,76752,65
85931,8078,18112,5
85931,33134,76875,65
85931,68746,13760,16
