prime,A,x0,trials
17209,729,574,32
17209,9131,6576,75
17209,6672,14630,189
17209,11358,2994,85
17209,2466,12583,98
17209,10332,742,60
17209,7832,2227,32
17209,12808,8601,162
17209,12887,16883,8
17209,13214,13820,13
17401,2421,2102,66
17401,14897,14965,92
17401,4394,3059,131
17401,14599,164,99
17401,12464,755,144
17401,5927,4979,130
17401,11417,17294,40
17401,633,14173,24
17401,7615,10284,8
17401,14347,10615,60
17483,12568,8677,22
17483,12473,5306,32
17483,15844,16611,17
17483,9823,2006,6
17483,597,13427,7
17483,12562,5373,87
17483,13542,1739,19
17483,12247,7979,7
17483,4307,13114,6
17483,1413,93,32
