prime,A,x0,trials
13751,2247,11468,22
13751,4238,2887,36
13751,8035,6625,14
13751,4653,12918,5
13751,5103,13057,5
13751,9956,9102,11
13751,720,10607,14
13751,5178,3129,13
13751,11396,11171,35
13751,9678,3250,43
14243,2536,4989,42
14243,6336,8413,11
14243,10455,11846,55
14243,13278,6001,20
14243,7907,4594,169
14243,3067,12651,15
14243,9136,7867,7
14243,11297,3924,9
14243,258,13162,4
14243,1514,13382,36
14419,13003,3180,41
14419,12168,9992,17
14419,2905,7099,45
14419,13110,6694,62
14419,4873,13044,24
14419,8601,7688,34
14419,10820,9375,30
14419,6720,2592,23
14419,9119,13484,51
14419,12712,8416,3
