prime,A,x0,trials
35837,14084,27096,4
35837,33086,31646,23
35837,259,17873,9
35837,11423,24047,76
35837,28667,15887,39
35837,28473,27497,63
35837,14499,9875,12
35837,20048,9465,50
35837,11692,29251,20
35837,15295,5913,4
36061,9710,29546,30
36061,12735,12217,1
36061,8765,31708,16
36061,3895,14804,19
36061,466,26835,17
36061,15836,29886,66
36061,29490,21257,3
36061,33259,23214,125
36061,1309,27723,28
36061,33849,3237,40
36899,35619,2994,21
36899,22554,33278,27
36899,4246,30354,6
36899,34936,7546,17
36899,17606,29592,14
36899,27269,33919,3
36899,33946,2277,16
36899,6910,30356,87
36899,1245,14550,11
36899,34129,33367,2
