prime,A,x0,trials
68071,12103,58262,63
68071,51978,10998,203
68071,31949,52756,75
68071,11475,12392,23
68071,52525,3957,63
68071,18971,67396,191
68071,41462,18200,32
68071,21939,39857,45
68071,59757,65409,65
68071,3671,24793,102
69427,48591,17619,16
69427,61717,35361,144
69427,4530,54475,113
69427,10215,2375,31
69427,21339,2676,5
69427,55991,61201,39
69427,36,21837,1
69427,20852,57055,64
69427,275,28953,100
69427,59908,68553,73
71809,47536,68003,31
71809,32492,6608,66
71809,34855,55388,7
71809,37445,41617,19
71809,68757,22209,153
71809,50033,16306,119
71809,21112,61611,12
71809,19534,30211,42
71809,53588,55279,2
71809,51793,64490,2
