prime,A,x0,trials
21481,20770,3499,38
21481,1932,11214,11
21481,13746,18818,42
21481,20212,10465,62
21481,19175,4466,85
21481,16622,5815,69
21481,14362,6108,13
21481,21208,6413,22
21481,19092,6119,45
21481,9592,9214,2
22039,19964,11251,12
22039,7243,9604,6
22039,6096,7981,6
22039,9178,157,2
22039,14970,10463,55
22039,21806,21624,2
22039,11906,2178,30
22039,6765,12762,10
22039,13333,16926,18
22039,18886,1762,28
22853,10664,7270,13
22853,16601,14544,34
22853,7850,15927,17
22853,18408,13817,3
22853,15696,22451,36
22853,19131,1272,16
22853,5689,22098,181
22853,13227,11973,102
22853,13261,5100,95
22853,9826,16774,78
