prime,A,x0,trials
58129,49339,20025,30
58129,55132,49029,87
58129,42969,2799,7
58129,37978,12469,38
58129,36962,13303,91
58129,12586,25866,121
58129,44146,11769,80
58129,3187,34971,55
58129,11906,21467,190
58129,14874,12569,41
58711,13990,38556,189
58711,51553,31331,1
58711,9301,54170,171
58711,27224,3577,13
58711,29464,16765,160
58711,48060,39551,60
58711,15068,13022,140
58711,2749,20688,25
58711,30139,15899,42
58711,20152,36383,47
59513,37338,17068,203
59513,32809,32125,32
59513,36379,1065,74
59513,39839,26390,75
59513,56368,23008,128
59513,10524,26129,72
59513,48989,44621,44
59513,24337,28870,17
59513,49414,18546,67
59513,38393,16123,50
