prime,A,x0,trials
74759,27917,45738,133
74759,30220,45082,170
74759,32522,44184,10
74759,10830,8432,59
74759,29671,8747,418
74759,69025,15496,79
74759,859,41084,50
74759,60506,35330,33
74759,45279,71031,69
74759,62338,61977,167
79393,41657,17179,44
79393,52973,39700,148
79393,67156,38400,6
79393,12698,53728,135
79393,6199,2076,31
79393,30309,77404,133
79393,9995,69461,25
79393,28051,48725,70
79393,35479,41660,45
79393,61814,50269,149
81019,70702,1229,30
81019,43545,25982,31
81019,77686,60343,30
81019,17834,29932,1
81019,66582,22776,18
81019,56840,80483,46
81019,42414,38117,75
81019,32625,5103,14
81019,23944,2653,15
81019,17779,76097,9
