6571,6318,2992
124489,112830,94509
370423,297763,43041
373,288,28
881,130,704
290141,165818,86885
2083,1599,337
1033,736,656
39703,17347,3211
277,18,26
185077,19850,100555
8933,779,695
52889,42198,23958
487733,183824,429407
151,103,135
2713,313,431
743251,660734,648120
695743,69228,76800
331,18,106
309371,260580,300121
8963,6550,1704
96199,10564,31139
137,97,11
91331,22403,11137
887,665,208
51941,47270,4396
379,278,147
47317,42843,8517
767831,364320,403930
389297,357265,189317
521,378,71
821,499,343
51991,20313,14211
32531,8334,7093
59809,18711,52612
653,569,75
9431,1179,1933
521,378,71
692117,173789,460257
181,116,120
883,265,406
307,268,296
3929,294,585
65539,49959,59820
787,131,418
52583,34776,514
933707,286177,62005
1447,24,282
609233,179362,88930
619,478,279
191,FAILED,FAILED
6581,6509,2738
383,63,59
20123,7624,13782
133813,78601,70747
769,746,565
3539,2654,948
631,259,222
359,70,120
81883,31774,78949
5099,4494,4487
6047,3166,5619
42557,27958,24586
4327,2176,2141
659,403,613
16477,10059,9940
4129,3460,3755
176413,91940,114460
6287,2005,5935
3539,2654,948
29327,11237,26752
733,376,439
4363,4331,764
751,225,270
52457,9818,46946
431173,176150,188276
8677,310,1739
850207,332629,557513
907,297,597
152533,56073,76824
69341,49686,55431
151,103,135
2767,2685,1601
141311,82381,46227
571,382,181
3803,3222,297
7459,357,6782
45673,13838,3743
7487,3951,3121
971,357,432
743,331,707
3259,1734,440
69767,3663,18738
3301,1363,131
887261,215778,633843
56267,54157,50011
68443,64811,29081
1009,271,294
643,21,461
569,276,381
4513,3402,2634
509,94,64
15401,11102,10452
997,248,985
10453,9499,1337
5059,2722,595
659,403,613
5381,2208,5279
337,181,200
33179,2160,13431
761,77,189
65449,6273,5356
757,742,404
503,205,462
6997,4282,3683
5849,3659,717
22031,8437,15337
39301,30883,11272
569,276,381
1039,966,589
263,30,44
3319,2165,2857
446179,286274,88358
92143,58904,12944
3637,59,2525
601,315,71
127,FAILED,FAILED
5099,4494,4487
991,485,625
317,133,229
6481,3334,1150
3229,1705,2386
157,3,23
229,186,205
170413,48615,153246
42737,3575,13182
823,812,580
8009,1060,1251
449,74,346
477557,283109,406646
5233,2198,2771
503,205,462
491,435,411
90901,17589,47253
8389,6311,6282
7873,5656,726
167,55,73
857,277,177
99223,54703,45771
9803,6064,7526
4813,936,4337
8389,6311,6282
101,62,35
1741,1334,1098
5431,4357,18
21757,2691,4277
667103,326016,195029
4463,3050,3026
2549,188,1340
91841,25066,72630
991,485,625
83177,24579,30112
877,697,482
10973,10710,8190
7129,3613,2598
276763,4043,44832
308027,4473,53333
40039,808,38159
2699,2621,2621
391403,116473,353159
5647,1587,4139
39229,81,25453
397,38,115
733,376,439
179,111,40
547,489,319
8941,5193,2024
6991,4107,3039
283,144,9
9277,3362,6511
353657,190032,197133
159931,82983,115775
79769,63800,62645
24371,21898,14414
37691,37293,23566
857,277,177
2039,646,1341
571,382,181
881,130,704
582209,34058,222988
2593,146,2539
982841,960527,604323
461,142,370
353,36,196
857,277,177
328043,19742,212648
2617,943,1760
227,74,202
929,838,41
82051,16110,74558
97649,65566,77951
3697,1607,1997
383,63,59
8501,1461,1547
761,77,189
467611,314197,270785
231943,131734,29329
131,88,16
479,203,120
229409,78888,39647
103079,82091,19804
877,697,482
347,118,132
821,499,343
797,775,196
212651,115521,209346
9551,5184,3669
220537,81478,141527
86323,79567,1414
433,343,391
7559,1639,1846
11839,7131,11653
6473,486,5072
719,427,577
641,199,511
823,812,580
20533,11756,7285
7789,5693,858
3449,314,1393
615289,311673,298896
387137,164548,225382
643,21,461
197293,70177,93207
350219,209902,66459
523,64,79
3461,923,648
9817,8534,9584
4201,3208,974
8527,6247,8071
887,665,208
577,215,540
613,307,484
5167,4660,1575
269,120,39
9161,3394,3429
691,33,68
419801,122396,244048
419,161,19
246787,202951,31338
459607,181858,51049
5483,2296,4467
711259,500153,384085
47797,44628,32857
586973,380689,5355
633569,376147,433055
49169,16283,13248
5171,2050,3246
221059,8807,38336
58067,53726,55203
9151,4064,3918
811,788,335
2903,2651,2150
2063,553,682
925559,242778,102627
967753,842638,788935
612181,543659,171536
11251,9399,2632
5153,3030,3333
535669,326663,136182
455557,264853,294991
983,341,11
5669,4754,1054
953,511,395
571,382,181
773,689,234
2351,1728,850
487,80,184
2749,2565,2228
49741,8397,23701
75641,47705,17293
73363,41622,71438
57203,27859,4791
1051,143,1015
245071,139484,243477
79691,14786,74401
84347,67789,60076
2887,1076,2662
6833,4502,895
2803,490,2000
166183,26149,121657
811,788,335
359,70,120
4231,1991,362
631,259,222
3079,2310,4
409,127,258
641,199,511
5923,4069,2438
623977,536927,207690
5099,4494,4487
677,161,28
827,433,132
223,208,154
409,127,258
81293,47027,37967
344587,202825,96942
647,490,552
373,288,28
4013,621,2311
408127,424,354316
475597,450718,293149
763307,247683,183430
373,288,28
127,FAILED,FAILED
653,569,75
647,490,552
892603,719495,685850
218849,57675,72955
463,240,333
3931,803,3734
17047,5306,4183
7879,3077,3434
23981,17784,5564
619,478,279
56873,21976,47037
967,210,781
617,243,344
1321,438,881
89821,80955,3638
829,533,559
858251,507656,18988
50087,19890,22137
247853,128841,190838
227,74,202
177323,71365,113757
56543,49561,37593
563,553,353
22669,16857,7934
3373,715,1598
75431,39200,65169
62201,57742,55097
794551,564873,346927
349,209,325
991,485,625
74761,18313,32198
1423,766,867
40283,16897,5223
90749,64465,23685
389,350,196
3719,2680,526
20789,11783,9811
479,203,120
4111,3856,1856
68711,18018,64975
140449,138591,60236
832151,606498,78138
1229,311,1160
2153,481,1270
433,343,391
167611,67395,19136
8389,6311,6282
72679,41610,5697
409,127,258
22639,21810,18443
1493,1363,864
885497,724485,222264
985057,423820,615590
6367,5407,1022
641,199,511
677,161,28
661,511,169
263,30,44
7841,6300,3793
911,128,29
311,271,44
443879,331607,244827
79801,44339,42975
5077,3724,3844
26161,23994,13823
173,29,29
