4949905957,1497372995,3643499664
7276312261,6038256753,3360086589
8005451473,263754022,1894862135
2705242231,1384647838,485908159
5044253519,3494979317,1372316516
3753609617,2541474178,3566289022
4742266619,900004781,3913952143
6145552471,1805881970,4250327537
3402780967,2470888209,959930997
8436627317,6742083359,8413858577
7050160837,356284032,3439016450
3618260543,2388778480,316828723
8871058367,7226078110,200601725
8809650583,3411993531,1178242511
4542674111,806442547,1797014102
4746361831,1011007889,1972031642
4307606291,2324080940,3970302291
3947460079,1462159527,3213744922
7171690109,186158636,5774825530
7253183159,5014443227,7232128466
5703685979,501028827,921422422
4277728159,3620109056,3535534180
9425259881,103104585,5886688415
7948975591,6937322712,1158994349
8536441261,1103966245,3833751741
2042710519,1513195488,1365228211
6278006557,2736712150,2531957598
6703927957,4938638612,5191214340
5999155391,3711548913,412349016
3110816353,101886000,1920198753
4612200017,1198403007,2115883866
4572460609,4506067395,736923303
6059536603,367753043,496372687
9269408741,7992015289,44683036
2694897773,1034257204,618123906
8644917997,3824921556,5689564450
7956436493,1180381975,4882144308
1702975537,954155247,157880057
8923422701,8774096959,6898972667
2344367407,287406231,1287654151
4551668993,2729586283,1707263321
2179978237,150973486,761238828
4341273733,2354326268,829989726
2861321747,1253767542,1047476957
3207330757,346548722,2753672146
2472191899,1519435572,2435567123
3893796923,829915874,66010050
4628261837,774826188,3036346504
1825513111,22191788,1239081722
2164265231,1333521075,348220502
9192942191,3143386636,6653480634
4995485977,4272069505,2297464270
6689822501,1785614052,1748651951
9396107041,8728942971,519462199
1607666321,1154285661,973033969
4926849937,3670049498,3835517676
8875757791,434689529,1693907894
4468325327,951651712,2467438387
5734544741,807127046,1746408733
4111577251,1605527538,2991372298
2494563691,344138400,1595904986
9509679019,4249855001,736326708
5467757341,4933340551,2257283081
5191816963,1077874014,2540744954
3433076093,1816262627,3116649682
9672219209,4800374636,3432336451
1215733199,1144241053,214710933
5684116993,4417927279,4728922348
2256612887,1959516112,828640667
9525878161,3179256103,4356025114
6107033021,5958505218,3595820067
4575099713,3773101825,830350309
7343544907,4102217374,2850393178
5834969953,5471496518,5715478161
4940574091,2214464955,317951296
4129062713,3040578240,1840245338
4338210893,3785582938,219841113
4825735907,450050406,1962620877
1629384683,1547518334,1011482538
1730386003,230278365,733454016
9449248187,3986397551,4345107810
2528199763,1451287809,2424168723
3485866271,3190667520,643751108
4557111883,3940434224,1341534489
9846884543,4423401675,825667651
1880091977,1751292345,445617692
9218383753,648178146,2754753039
9879658721,1230037245,393674815
7931738021,2546796583,1880030074
4146072503,1636018246,1099705737
6746207749,1309289967,4622010716
7414747243,3881902941,5377819228
2215718129,1230565189,2024063439
7143293099,2542302614,2511246090
3936145259,3495793514,3267777951
3702447209,261656649,1544377976
6430653617,2556119971,5292391958
3012312887,1072386584,874481812
4725372871,4280622230,1962756143
5952911551,71061040,5516782121
