prime,A,x0,trials,param_a_count,param_b_avg
1660871,283195,1017051,1741,3.0,1900.47
1660871,347067,592733,556,3.0,1900.47
1660871,917031,906349,244,3.0,1900.47
1660871,1329389,643391,152,3.0,1900.47
1660871,1108486,717894,141,3.0,1900.47
1660871,709556,390265,111,3.0,1900.47
1660871,465515,1285886,142,3.0,1900.47
1660871,1503896,1296164,361,3.0,1900.47
1660871,1325092,1652770,754,3.0,1900.47
1660871,1592745,58086,33,3.0,1900.47
1754231,940188,358234,276,2.0,2439.55
1754231,681021,824783,1067,2.0,2439.55
1754231,1193652,1527113,456,2.0,2439.55
1754231,1545201,1101899,4,2.0,2439.55
1754231,1129297,556738,971,2.0,2439.55
1754231,639826,1056416,896,2.0,2439.55
1754231,1618763,632188,254,2.0,2439.55
1754231,960578,827403,333,2.0,2439.55
1754231,44880,916502,39,2.0,2439.55
1754231,938491,1346286,17,2.0,2439.55
1769623,216579,1289769,215,3.0,2006.27
1769623,409084,945118,190,3.0,2006.27
1769623,784642,1357605,287,3.0,2006.27
1769623,1628721,318352,462,3.0,2006.27
1769623,1235693,655121,270,3.0,2006.27
1769623,821429,1689205,311,3.0,2006.27
1769623,147494,786466,168,3.0,2006.27
1769623,551217,1678368,1013,3.0,2006.27
1769623,47551,1122082,326,3.0,2006.27
1769623,864674,1418482,155,3.0,2006.27
