prime,A,x0,trials,param_a_count,param_b_avg
3213383,2533656,102346,204,3.0,3155.72
3213383,1129504,3185985,230,3.0,3155.72
3213383,1307110,1321301,262,3.0,3155.72
3213383,631192,866468,59,3.0,3155.72
3213383,2755457,993580,211,3.0,3155.72
3213383,2187502,293381,86,3.0,3155.72
3213383,1175706,2039670,277,3.0,3155.72
3213383,1183838,2197800,432,3.0,3155.72
3213383,374272,157905,192,3.0,3155.72
3213383,2527456,2140147,392,3.0,3155.72
3260839,103039,1814774,289,3.0,3148.46
3260839,2346950,3155600,89,3.0,3148.46
3260839,1641706,1010203,25,3.0,3148.46
3260839,1671060,3227259,944,3.0,3148.46
3260839,1243033,2597056,304,3.0,3148.46
3260839,1925441,2064385,2,3.0,3148.46
3260839,365338,2673193,204,3.0,3148.46
3260839,2076127,1210957,614,3.0,3148.46
3260839,470106,166455,637,3.0,3148.46
3260839,1451506,1806649,251,3.0,3148.46
3309961,1423135,2785121,46,3.0,3185.26
3309961,1932185,1778086,72,3.0,3185.26
3309961,3157386,3061916,403,3.0,3185.26
3309961,400330,19615,2608,3.0,3185.26
3309961,3282094,3279795,570,3.0,3185.26
3309961,3254711,213669,891,3.0,3185.26
3309961,3060835,1367459,85,3.0,3185.26
3309961,550856,2241691,876,3.0,3185.26
3309961,1651922,157153,631,3.0,3185.26
3309961,1416842,1745411,16,3.0,3185.26
