prime,A,x0,trials,param_a_count,param_b_avg
2956123,2273943,249160,11,4.0,2388.66
2956123,2709888,1256284,441,4.0,2388.66
2956123,2010119,1623118,430,4.0,2388.66
2956123,2257138,435491,475,4.0,2388.66
2956123,1377336,888038,220,4.0,2388.66
2956123,245706,2079279,233,4.0,2388.66
2956123,40054,270528,195,4.0,2388.66
2956123,1193674,1054473,242,4.0,2388.66
2956123,2468159,1166456,40,4.0,2388.66
2956123,1601831,2025789,587,4.0,2388.66
3058597,866756,2310786,592,4.0,2502.47
3058597,711398,136167,98,4.0,2502.47
3058597,1950930,146535,129,4.0,2502.47
3058597,2388654,1386882,495,4.0,2502.47
3058597,1113826,676676,345,4.0,2502.47
3058597,717507,2229026,87,4.0,2502.47
3058597,2751645,1191166,618,4.0,2502.47
3058597,2945496,468322,38,4.0,2502.47
3058597,1231984,1293753,63,4.0,2502.47
3058597,1379869,3029646,281,4.0,2502.47
3110759,2394460,1196577,401,3.0,3085.38
3110759,1878275,1455204,25,3.0,3085.38
3110759,1287996,1001504,85,3.0,3085.38
3110759,3021599,1856188,309,3.0,3085.38
3110759,1784900,2716273,259,3.0,3085.38
3110759,2324434,2896465,2,3.0,3085.38
3110759,1102740,515646,92,3.0,3085.38
3110759,314951,1408914,83,3.0,3085.38
3110759,668626,278346,48,3.0,3085.38
3110759,1774992,2328570,177,3.0,3085.38
