prime,A,x0,trials,param_a_count,param_b_avg
9902183,3957070,4045384,625,4.0,3606.03
9902183,4345133,8606234,802,4.0,3606.03
9902183,9232822,2658016,360,4.0,3606.03
9902183,7758193,4356580,123,4.0,3606.03
9902183,8010738,6380051,132,4.0,3606.03
9902183,3368682,6625754,793,4.0,3606.03
9902183,4735328,5899491,318,4.0,3606.03
9902183,1029900,2827025,662,4.0,3606.03
9902183,7218149,2264727,678,4.0,3606.03
9902183,2893245,5261241,491,4.0,3606.03
9913291,7822167,8892239,173,3.0,5142.19
9913291,7814801,8108739,954,3.0,5142.19
9913291,4151035,7150633,275,3.0,5142.19
9913291,3395663,5466373,57,3.0,5142.19
9913291,9161982,9026354,422,3.0,5142.19
9913291,4969440,2318546,203,3.0,5142.19
9913291,8136195,7872448,594,3.0,5142.19
9913291,3858352,6166396,61,3.0,5142.19
9913291,9671256,577095,361,3.0,5142.19
9913291,5095463,3466042,1280,3.0,5142.19
9915467,1127030,9772850,1666,3.0,5150.49
9915467,2855233,4901090,81,3.0,5150.49
9915467,5358979,3954425,69,3.0,5150.49
9915467,4608305,4976434,104,3.0,5150.49
9915467,866568,1524240,162,3.0,5150.49
9915467,6735858,8450313,393,3.0,5150.49
9915467,3133263,764621,286,3.0,5150.49
9915467,4794787,2497497,121,3.0,5150.49
9915467,3043031,298272,35,3.0,5150.49
9915467,2696438,5217454,228,3.0,5150.49
