prime,A,x0,trials,param_a_count,param_b_avg
9246599,5835633,3612494,783,3.0,4095.13
9246599,7222162,4523927,36,3.0,4095.13
9246599,9149012,6975615,422,3.0,4095.13
9246599,1384224,8621399,2213,3.0,4095.13
9246599,5559046,6780490,579,3.0,4095.13
9246599,8907759,4094782,735,3.0,4095.13
9246599,7800116,1926871,740,3.0,4095.13
9246599,3668407,6302467,624,3.0,4095.13
9246599,6313549,267569,53,3.0,4095.13
9246599,7803326,634357,374,3.0,4095.13
9621791,9241304,4058031,1251,3.0,5161.4
9621791,2321567,8861589,887,3.0,5161.4
9621791,4116219,2647194,25,3.0,5161.4
9621791,2790113,470306,98,3.0,5161.4
9621791,9523064,1524089,455,3.0,5161.4
9621791,1952105,7296835,501,3.0,5161.4
9621791,6012369,1048723,48,3.0,5161.4
9621791,1826834,517097,927,3.0,5161.4
9621791,453072,8166383,283,3.0,5161.4
9621791,9451257,122761,80,3.0,5161.4
9651517,4002112,7056914,842,3.0,4880.71
9651517,494042,3691799,160,3.0,4880.71
9651517,4061507,2664742,135,3.0,4880.71
9651517,5151768,1590084,82,3.0,4880.71
9651517,192648,4460436,183,3.0,4880.71
9651517,4626854,697567,400,3.0,4880.71
9651517,2434153,637821,206,3.0,4880.71
9651517,7534416,6799324,697,3.0,4880.71
9651517,8956435,6930012,606,3.0,4880.71
9651517,7212711,7936424,12,3.0,4880.71
