prime,A,x0,trials,param_a_count,param_b_avg
3817249,284712,3608149,171,4.0,2761.87
3817249,627695,352467,110,4.0,2761.87
3817249,3552130,1246832,926,4.0,2761.87
3817249,1088754,1265570,735,4.0,2761.87
3817249,3158416,3430164,185,4.0,2761.87
3817249,3599472,1830647,1987,4.0,2761.87
3817249,556606,2770683,301,4.0,2761.87
3817249,3234136,3091341,138,4.0,2761.87
3817249,3617484,138183,153,4.0,2761.87
3817249,444577,280067,121,4.0,2761.87
3865889,2721084,1490733,572,2.0,2951.5
3865889,675617,809014,481,2.0,2951.5
3865889,3195244,3777559,682,2.0,2951.5
3865889,3527012,3256229,177,2.0,2951.5
3865889,611313,3558054,1968,2.0,2951.5
3865889,2111997,3592547,177,2.0,2951.5
3865889,2320000,3159857,802,2.0,2951.5
3865889,430978,33653,158,2.0,2951.5
3865889,1343424,138377,1675,2.0,2951.5
3865889,1197840,2407280,1769,2.0,2951.5
3995093,1012534,806720,343,2.0,3371.33
3995093,2996388,3361904,296,2.0,3371.33
3995093,1944068,2837491,627,2.0,3371.33
3995093,1978113,1946691,205,2.0,3371.33
3995093,2977704,3155078,159,2.0,3371.33
3995093,3600254,828695,218,2.0,3371.33
3995093,3765341,3263847,108,2.0,3371.33
3995093,2320420,3088782,406,2.0,3371.33
3995093,2086025,2675385,300,2.0,3371.33
3995093,2575550,2379029,241,2.0,3371.33
