prime,A,x0,trials,param_a_count,param_b_avg
1495859,789537,867234,77,2.0,2210.05
1495859,1096227,243660,291,2.0,2210.05
1495859,1340381,1293617,140,2.0,2210.05
1495859,1142183,717104,38,2.0,2210.05
1495859,29558,196533,119,2.0,2210.05
1495859,432728,139517,1279,2.0,2210.05
1495859,878894,610334,213,2.0,2210.05
1495859,698071,1161251,212,2.0,2210.05
1495859,1160158,1444529,16,2.0,2210.05
1495859,1360211,1153457,192,2.0,2210.05
1547723,139908,9878,10,2.0,2210.27
1547723,200027,1158911,73,2.0,2210.27
1547723,485990,1234261,258,2.0,2210.27
1547723,709900,501240,27,2.0,2210.27
1547723,868526,332181,101,2.0,2210.27
1547723,578713,854206,135,2.0,2210.27
1547723,604493,1415637,70,2.0,2210.27
1547723,362455,1442818,77,2.0,2210.27
1547723,200801,1374403,136,2.0,2210.27
1547723,237418,760845,54,2.0,2210.27
1572643,842443,1378288,38,3.0,1762.19
1572643,632802,476838,602,3.0,1762.19
1572643,90580,620312,44,3.0,1762.19
1572643,1414031,296514,191,3.0,1762.19
1572643,1009138,760599,324,3.0,1762.19
1572643,1499694,917092,191,3.0,1762.19
1572643,909698,195710,656,3.0,1762.19
1572643,667497,1289770,178,3.0,1762.19
1572643,1567842,1566918,148,3.0,1762.19
1572643,366122,135768,1516,3.0,1762.19
