prime,A,x0,trials,param_a_count,param_b_avg
7621583,4922998,6274822,817,3.0,3993.28
7621583,555169,3960641,221,3.0,3993.28
7621583,2378409,2521555,146,3.0,3993.28
7621583,7109085,3134004,663,3.0,3993.28
7621583,5686998,1903627,1448,3.0,3993.28
7621583,3041787,3332174,840,3.0,3993.28
7621583,2193531,4201108,490,3.0,3993.28
7621583,4961276,3609168,228,3.0,3993.28
7621583,4721531,4776876,216,3.0,3993.28
7621583,4677451,7204293,525,3.0,3993.28
7683821,3478581,4942659,927,3.0,4321.53
7683821,5338119,3674525,346,3.0,4321.53
7683821,4361028,3246329,666,3.0,4321.53
7683821,5785522,1976132,967,3.0,4321.53
7683821,4995216,3071944,579,3.0,4321.53
7683821,2270246,4428926,198,3.0,4321.53
7683821,6713817,6110671,687,3.0,4321.53
7683821,4125597,1286639,720,3.0,4321.53
7683821,2654989,4552247,132,3.0,4321.53
7683821,345889,6923845,127,3.0,4321.53
7950623,3412535,1706642,605,3.0,4446.26
7950623,4103495,6880219,238,3.0,4446.26
7950623,901670,6583768,335,3.0,4446.26
7950623,2871874,3636386,4840,3.0,4446.26
7950623,2373547,5707320,763,3.0,4446.26
7950623,7501483,1787086,1049,3.0,4446.26
7950623,6282592,2869795,1317,3.0,4446.26
7950623,7567171,1738438,398,3.0,4446.26
7950623,542817,6000323,1457,3.0,4446.26
7950623,6804939,3269175,205,3.0,4446.26
