prime,A,x0,trials,param_a_count,param_b_avg
1011509,524617,303490,48,2.0,1400.13
1011509,927334,686981,143,2.0,1400.13
1011509,566927,525170,1640,2.0,1400.13
1011509,504769,160732,616,2.0,1400.13
1011509,979337,839192,260,2.0,1400.13
1011509,884498,167225,142,2.0,1400.13
1011509,985961,381934,362,2.0,1400.13
1011509,446887,602287,144,2.0,1400.13
1011509,129205,77787,743,2.0,1400.13
1011509,462177,848810,183,2.0,1400.13
1023977,979082,332566,877,1.0,2023.72
1023977,366529,347976,374,1.0,2023.72
1023977,475928,455823,939,1.0,2023.72
1023977,920930,119770,897,1.0,2023.72
1023977,319406,950565,675,1.0,2023.72
1023977,500586,273018,365,1.0,2023.72
1023977,422657,769421,1554,1.0,2023.72
1023977,198265,873313,286,1.0,2023.72
1023977,840483,729203,771,1.0,2023.72
1023977,930005,53480,65,1.0,2023.72
1048583,352515,184639,114,2.0,1114.46
1048583,864397,603903,1072,2.0,1114.46
1048583,239533,133513,821,2.0,1114.46
1048583,739758,962963,658,2.0,1114.46
1048583,67234,101886,16,2.0,1114.46
1048583,392979,255903,94,2.0,1114.46
1048583,969629,494052,296,2.0,1114.46
1048583,505372,478906,215,2.0,1114.46
1048583,318446,168006,43,2.0,1114.46
1048583,526094,209477,426,2.0,1114.46
